date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-01-01,d30db337fe79fed0afb7b30e709a55bc,Brooklyn Nets,Houston Rockets,12.5,-115,-12.5,-105,12.0,-110,-12.0,-110,12.5,-113,-12.5,-113,12.0,-110,-12.0,-110,12.5,-115,-12.5,-105,11.5,-102,-11.5,-118,12.5,-114,-12.5,-106,12.0,-106,-12.0,-106,12.5,-110,-12.5,-110
2026-01-01,1352493818e6fca5d4e4b9035176d07a,Detroit Pistons,Miami Heat,-4.5,-110,4.5,-110,-4.5,-113,4.5,-107,-5.0,-110,5.0,-115,-4.5,-110,4.5,-110,-5.0,-105,5.0,-115,-4.5,-112,4.5,-108,-4.5,-110,4.5,-110,-4.5,-109,4.5,-103,-4.5,-110,4.5,-110
2026-01-01,d35ca44a9ab1db02766f685498c50cf1,Dallas Mavericks,Philadelphia 76ers,2.5,-110,-2.5,-110,2.5,-110,-2.5,-110,2.5,-109,-2.5,-115,2.5,-110,-2.5,-110,2.5,-110,-2.5,-110,2.5,-110,-2.5,-110,2.5,-112,-2.5,-108,2.5,-106,-2.5,-106,2.5,-110,-2.5,-110
2026-01-01,d6129daee74ac8e6bf618ae2d0a63c3b,Sacramento Kings,Boston Celtics,9.5,-110,-9.5,-110,9.5,-110,-9.5,-110,10.0,-117,-10.0,-109,9.5,-110,-9.5,-110,9.5,-110,-9.5,-110,9.5,-108,-9.5,-112,9.5,-110,-9.5,-110,9.5,-106,-9.5,-106,10.0,-110,-10.0,-110
2026-01-01,de443158bb81f3fee6a47868ca4c804b,Los Angeles Clippers,Utah Jazz,-13.5,-115,13.5,-105,-14.5,-108,14.5,-112,-14.0,-115,14.0,-110,-14.0,-110,14.0,-110,-14.5,-105,14.5,-115,-14.5,-105,14.5,-115,-14.0,-108,14.0,-112,-14.5,-104,14.5,-108,-14.0,-110,14.0,-110
