date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2025-12-07,79f85d1f3db80d57737a7e21fe18f923,Toronto Raptors,Boston Celtics,3.5,-125,-3.5,-105,,,,,3.0,-121,-3.0,-121,,,,,3.5,-115,-3.5,-115,3.5,-125,-3.5,-105,2.5,104,-2.5,-138,,,,,1.5,-118,-1.5,-111
2025-12-07,1542719a5cedccb390e99e3a635857da,Charlotte Hornets,Denver Nuggets,10.5,-110,-10.5,-110,10.5,-108,-10.5,-112,11.0,-115,-11.0,-110,10.5,-110,-10.5,-110,10.5,-105,-10.5,-115,10.5,-105,-10.5,-115,10.5,-110,-10.5,-110,10.5,-104,-10.5,-108,10.5,-110,-10.5,-110
2025-12-07,5560bba61529678079a7fd51051dfd5d,Memphis Grizzlies,Portland Trail Blazers,-2.5,-105,2.5,-115,-2.0,-111,2.0,-109,-2.0,-112,2.0,-114,-2.0,-110,2.0,-110,-2.0,-110,2.0,-110,-1.5,-105,1.5,-115,-2.5,-105,2.5,-115,-2.0,-107,2.0,-105,-2.0,-110,2.0,-110
2025-12-07,0a1129b3f805dc5b4e436c961ef10818,Chicago Bulls,Golden State Warriors,1.5,-115,-1.5,-105,1.0,-107,-1.0,-113,2.0,-114,-2.0,-112,1.5,-110,-1.5,-110,1.5,-110,-1.5,-110,1.5,-112,-1.5,-108,1.5,-114,-1.5,-106,1.0,-103,-1.0,-109,1.0,-110,-1.0,-110
2025-12-07,6a9bd086351afd60d1912cbfccbe56b4,Philadelphia 76ers,Los Angeles Lakers,,,,,3.5,-105,-3.5,-115,4.0,-113,-4.0,-112,4.0,-110,-4.0,-110,4.0,-110,-4.0,-110,3.5,-105,-3.5,-115,3.5,-106,-3.5,-114,3.5,-101,-3.5,-111,4.0,-110,-4.0,-110
2025-12-07,9b86f7c0e0b3d344ad303693c923f3b3,Utah Jazz,Oklahoma City Thunder,11.5,-115,-11.5,-105,11.0,-110,-11.0,-110,11.0,-117,-11.0,-109,11.0,-110,-11.0,-110,11.0,-110,-11.0,-110,11.5,-118,-11.5,-102,11.0,-110,-11.0,-110,11.0,-106,-11.0,-106,11.0,-110,-11.0,-110
2025-12-07,099fbdb7f4738db6e1f5b7889ab3d707,Orlando Magic,Miami Heat,,,,,,,,,,,,,,,,,,,,,-1.5,-115,1.5,-105,-2.5,-110,2.5,-110,,,,,,,,
2025-12-07,582a77bcdc5401a29e263ffed5d26609,Toronto Raptors,New York Knicks,,,,,,,,,3.0,-113,-3.0,-113,,,,,,,,,3.5,-115,-3.5,-105,3.5,-110,-3.5,-110,,,,,,,,
2025-12-07,9373b84d11358f66f18562222dbf5f42,Oklahoma City Thunder,Phoenix Suns,,,,,,,,,-16.0,-113,16.0,-112,,,,,,,,,-15.5,-115,15.5,-105,-16.0,-110,16.0,-110,,,,,,,,
2025-12-07,2031f79c4dd229576855fb346449a8d4,Los Angeles Lakers,San Antonio Spurs,,,,,,,,,-3.5,-114,3.5,-112,,,,,,,,,-3.5,-115,3.5,-105,-4.5,-115,4.5,-105,,,,,,,,
