date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2025-12-29,9c98594183bc94c088762bdb7ee2aa30,Charlotte Hornets,Milwaukee Bucks,3.5,-115,-3.5,-105,3.5,-114,-3.5,-106,3.5,-114,-3.5,-112,3.5,-110,-3.5,-110,3.0,-105,-3.0,-115,3.5,-112,-3.5,-108,3.5,-114,-3.5,-106,3.5,-110,-3.5,-102,3.5,-110,-3.5,-110
2025-12-29,c606732d25fd3757fc55676f8b53d74a,Washington Wizards,Phoenix Suns,10.5,-105,-10.5,-115,10.5,-108,-10.5,-112,10.5,-113,-10.5,-113,10.5,-105,-10.5,-115,10.5,-110,-10.5,-110,10.5,-105,-10.5,-115,10.5,-110,-10.5,-110,10.5,-104,-10.5,-108,11.0,-110,-11.0,-110
2025-12-29,415c0edd2d29e3c45faea27f50e436b7,Brooklyn Nets,Golden State Warriors,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,6.5,-112,-6.5,-114,6.5,-110,-6.5,-110,4.0,-110,-4.0,-110,6.5,-110,-6.5,-110,6.5,-114,-6.5,-106,6.5,-106,-6.5,-106,6.5,-110,-6.5,-110
2025-12-29,708739c71140505bb47e54e7cce52061,Miami Heat,Denver Nuggets,2.5,-115,-2.5,-105,2.0,-108,-2.0,-112,2.5,-113,-2.5,-112,2.5,-110,-2.5,-110,2.5,-110,-2.5,-110,2.5,-115,-2.5,-105,2.0,-110,-2.0,-110,2.0,-104,-2.0,-108,2.0,-110,-2.0,-110
2025-12-29,4f2c935be086ffa25fd64dd8c312f5e8,Toronto Raptors,Orlando Magic,1.5,-110,-1.5,-110,1.5,-105,-1.5,-115,2.0,-115,-2.0,-110,1.5,-110,-1.5,-110,1.0,-105,-1.0,-115,1.5,-115,-1.5,-105,1.5,-110,-1.5,-110,1.5,-101,-1.5,-111,1.5,-110,-1.5,-110
2025-12-29,372dd5178459c9a88ce52d7f1ea3ff18,Oklahoma City Thunder,Atlanta Hawks,-16.5,-115,16.5,-105,-17.0,-113,17.0,-107,-16.5,-114,16.5,-110,-17.0,-110,17.0,-110,-15.5,-110,15.5,-110,-17.5,-108,17.5,-112,-17.0,-110,17.0,-110,-17.0,-109,17.0,-103,-17.0,-110,17.0,-110
2025-12-29,0a3548cd90d249d4fb24e57af400071e,Chicago Bulls,Minnesota Timberwolves,6.5,-115,-6.5,-105,6.0,-110,-6.0,-110,6.0,-114,-6.0,-110,6.0,-110,-6.0,-110,5.5,-110,-5.5,-110,6.5,-112,-6.5,-108,6.0,-110,-6.0,-110,6.0,-106,-6.0,-106,6.5,-110,-6.5,-110
2025-12-29,70a4be80a3d808e9d070d82b2de22d3c,San Antonio Spurs,Cleveland Cavaliers,-3.5,-105,3.5,-115,-3.0,-108,3.0,-112,-3.0,-115,3.0,-110,-3.0,-110,3.0,-110,-4.5,-110,4.5,-110,-3.5,-105,3.5,-115,-3.0,-110,3.0,-110,-3.0,-104,3.0,-108,-3.0,-110,3.0,-110
2025-12-29,b6e86789878da0c91f0278a29896ab8a,Houston Rockets,Indiana Pacers,-14.5,-105,14.5,-115,-14.0,-108,14.0,-112,-14.0,-110,14.0,-115,-14.0,-110,14.0,-110,-14.0,-110,14.0,-110,-14.5,-105,14.5,-115,-14.0,-110,14.0,-110,-14.0,-104,14.0,-108,-14.0,-110,14.0,-110
2025-12-29,c4edff321b6dea385dfa13f14074bf27,New Orleans Pelicans,New York Knicks,8.5,-115,-8.5,-105,8.0,-105,-8.0,-115,8.5,-117,-8.5,-109,8.0,-110,-8.0,-110,9.0,-110,-9.0,-110,8.5,-118,-8.5,-102,8.0,-110,-8.0,-110,8.0,-101,-8.0,-111,8.0,-110,-8.0,-110
2025-12-29,afc40574e2fee874a032127e20c2dd0e,Portland Trail Blazers,Dallas Mavericks,-2.5,-105,2.5,-115,-2.0,-115,2.0,-105,-2.5,-117,2.5,-109,-2.0,-115,2.0,-105,-1.5,-110,1.5,-110,-2.5,-105,2.5,-115,-2.0,-110,2.0,-110,-2.0,-111,2.0,-101,-2.0,-110,2.0,-110
