date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-02-28,2f2b3a981786a11795d308fc23769c49,Charlotte Hornets,Portland Trail Blazers,-7.5,-110,7.5,-110,-7.5,-109,7.5,-111,-8.5,-108,8.5,-115,-7.5,-110,7.5,-110,-7.5,-112,7.5,-108,-7.5,-114,7.5,-106,-7.5,-105,7.5,-107,-7.5,-110,7.5,-110
2026-02-28,11c7c0f9bcd9c0052c0715b01756e1f4,Miami Heat,Houston Rockets,2.5,-110,-2.5,-110,2.5,-112,-2.5,-108,2.5,-109,-2.5,-114,2.5,-110,-2.5,-110,2.5,-110,-2.5,-110,2.5,-112,-2.5,-108,2.5,-108,-2.5,-104,2.5,-110,-2.5,-110
2026-02-28,4c59a286895065ef151e463346d10278,Washington Wizards,Toronto Raptors,13.5,-115,-13.5,-105,13.0,-110,-13.0,-110,14.0,-114,-14.0,-109,13.0,-110,-13.0,-110,13.5,-115,-13.5,-105,13.5,-110,-13.5,-110,13.0,-106,-13.0,-106,13.0,-110,-13.0,-110
2026-02-28,76d258d71c3a2f5a4f5343023d54b6ec,Golden State Warriors,Los Angeles Lakers,4.5,-115,-4.5,-105,4.5,-115,-4.5,-105,4.5,-112,-4.5,-112,4.5,-115,-4.5,-105,4.5,-115,-4.5,-105,4.5,-114,-4.5,-106,4.5,-111,-4.5,-101,4.5,-110,-4.5,-110
2026-02-28,3c0d0af7a9235156f96a3fcae942d550,Utah Jazz,New Orleans Pelicans,6.5,-118,-6.5,-102,6.5,-112,-6.5,-108,6.5,-114,-6.5,-109,6.5,-110,-6.5,-110,6.5,-112,-6.5,-108,6.5,-110,-6.5,-110,6.5,-108,-6.5,-104,6.0,-110,-6.0,-110
