date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-04-04,53273367f28e360f2e7814dd06e29a24,Denver Nuggets,San Antonio Spurs,1.5,-102,-1.5,-118,2.0,-107,-2.0,-113,2.0,-112,-2.0,-112,2.0,-110,-2.0,-110,1.5,-105,-1.5,-115,2.5,-115,-2.5,-105,1.5,-105,-1.5,-115,2.0,-101,-2.0,-111,2.0,-110,-2.0,-110
2026-04-04,b146607a8fe26fe467294dfdbaa0ff2b,Miami Heat,Washington Wizards,-17.5,-115,17.5,-105,-18.5,-105,18.5,-115,-17.5,-113,17.5,-110,-17.5,-110,17.5,-110,-18.0,-110,18.0,-110,-17.5,-115,17.5,-105,-17.5,-114,17.5,-106,-18.5,-101,18.5,-111,-18.0,-110,18.0,-110
2026-04-04,dc7b446ad8c325394b7d604d3e17ad7b,Philadelphia 76ers,Detroit Pistons,3.5,-115,-3.5,-105,3.0,-110,-3.0,-110,2.5,-108,-2.5,-115,3.0,-105,-3.0,-115,3.0,-110,-3.0,-110,3.5,-118,-3.5,-102,3.0,-108,-3.0,-112,3.0,-106,-3.0,-106,3.5,-110,-3.5,-110
2026-04-04,6f1339b3519de542ab74c59857bfeff1,Boston Celtics,Toronto Raptors,,,,,-9.5,-110,9.5,-110,,,,,,,,,,,,,-9.5,-110,9.5,-110,-9.5,-110,9.5,-110,-9.5,-106,9.5,-106,,,,
2026-04-04,8071f80d106d512c88016b240e766d84,Chicago Bulls,Phoenix Suns,,,,,10.5,-115,-10.5,-105,,,,,,,,,,,,,10.5,-115,-10.5,-105,10.0,-106,-10.0,-114,10.5,-111,-10.5,-101,,,,
2026-04-04,8bce3373da945128589ce3cabae25443,Minnesota Timberwolves,Charlotte Hornets,,,,,0.0,-110,0.0,-110,,,,,,,,,,,,,-1.5,-102,1.5,-118,-1.5,-110,1.5,-110,0.0,-106,0.0,-106,,,,
2026-04-04,9f54cd277a7d7a9fe0de35d568dfa4af,New Orleans Pelicans,Orlando Magic,,,,,3.5,-105,-3.5,-115,,,,,,,,,,,,,3.5,-105,-3.5,-115,3.0,-112,-3.0,-108,3.5,-101,-3.5,-111,,,,
2026-04-04,5441d9423f924c9a489ca00a7e321466,Oklahoma City Thunder,Utah Jazz,,,,,-21.5,-110,21.5,-110,,,,,,,,,,,,,-21.5,-110,21.5,-110,-21.5,-110,21.5,-110,-21.5,-106,21.5,-106,,,,
2026-04-04,c6dfafffbada89cc908addd3a1f7748b,Dallas Mavericks,Los Angeles Lakers,,,,,6.5,-110,-6.5,-110,,,,,,,,,,,,,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,6.5,-106,-6.5,-106,,,,
2026-04-04,f01f7ab4597dc0c1a08e837d9b9beae9,Sacramento Kings,Los Angeles Clippers,,,,,11.5,-105,-11.5,-115,,,,,,,,,,,,,11.5,-105,-11.5,-115,11.5,-108,-11.5,-112,11.5,-101,-11.5,-111,,,,
2026-04-04,8516988340b00d09278e04abd65885ad,Golden State Warriors,Houston Rockets,,,,,3.5,-110,-3.5,-110,,,,,,,,,,,,,3.5,-110,-3.5,-110,4.0,-110,-4.0,-110,3.5,-106,-3.5,-106,,,,
