date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-03-25,8aaad66627fe854cc273103047d880e6,Detroit Pistons,Atlanta Hawks,-2.5,-115,2.5,-105,-3.0,-110,3.0,-110,-3.0,-114,3.0,-109,-3.0,-115,3.0,-105,-3.0,-110,3.0,-110,-2.5,-118,2.5,-102,-2.5,-114,2.5,-106,-3.0,-106,3.0,-106,-3.0,-110,3.0,-110
2026-03-25,eaf07668d23364ac54cbcf69f4808ba9,Philadelphia 76ers,Chicago Bulls,-6.5,-110,6.5,-110,-6.5,-110,6.5,-110,-7.0,-108,7.0,-115,-6.5,-110,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,6.5,-110,-6.5,-114,6.5,-106,-6.5,-106,6.5,-106,-6.5,-110,6.5,-110
2026-03-25,3d71d6b6b1bc85b5ec831ae9dba2c93c,Indiana Pacers,Los Angeles Lakers,9.5,-118,-9.5,-102,9.0,-110,-9.0,-110,9.5,-115,-9.5,-108,9.0,-110,-9.0,-110,8.5,-110,-8.5,-110,9.5,-118,-9.5,-102,8.5,-106,-8.5,-114,9.0,-106,-9.0,-106,8.5,-110,-8.5,-110
2026-03-25,277fee894c9dc5c623ed6a131bf513c7,Boston Celtics,Oklahoma City Thunder,2.5,-115,-2.5,-105,2.0,-105,-2.0,-115,2.5,-112,-2.5,-112,2.0,-110,-2.0,-110,2.5,-115,-2.5,-105,2.5,-115,-2.5,-105,2.0,-110,-2.0,-110,2.0,-101,-2.0,-111,2.0,-110,-2.0,-110
2026-03-25,bb33d3e33ac233af2a20161310f567f2,Cleveland Cavaliers,Miami Heat,-2.5,-110,2.5,-110,-2.5,-113,2.5,-107,-3.0,-109,3.0,-114,-2.5,-110,2.5,-110,-2.5,-110,2.5,-110,-2.5,-110,2.5,-110,-2.5,-110,2.5,-110,-2.5,-109,2.5,-103,-2.5,-110,2.5,-110
2026-03-25,bcbad64f54906ae96b4be0ef54b453b4,Memphis Grizzlies,San Antonio Spurs,17.5,-115,-17.5,-105,17.0,-110,-17.0,-110,17.0,-113,-17.0,-110,17.0,-110,-17.0,-110,16.5,-110,-16.5,-110,16.5,-102,-16.5,-118,16.5,-108,-16.5,-112,17.0,-106,-17.0,-106,17.0,-110,-17.0,-110
2026-03-25,dcd42c163a10db20aa31d9ee311c07bd,Utah Jazz,Washington Wizards,-4.5,-102,4.5,-118,-4.0,-110,4.0,-110,-4.5,-108,4.5,-114,-4.0,-110,4.0,-110,-4.5,-105,4.5,-115,-4.5,-102,4.5,-118,-4.5,-110,4.5,-110,-4.0,-106,4.0,-106,-4.0,-110,4.0,-110
2026-03-25,cf2665074fd82e7b5f2b4393f20afd32,Minnesota Timberwolves,Houston Rockets,1.5,-105,-1.5,-115,1.5,-105,-1.5,-115,2.0,-114,-2.0,-109,1.5,-105,-1.5,-115,2.0,-110,-2.0,-110,1.5,-105,-1.5,-115,1.5,-105,-1.5,-115,1.5,-101,-1.5,-111,2.0,-110,-2.0,-110
2026-03-25,f0853d396988ee8ea615897e136d22cb,Golden State Warriors,Brooklyn Nets,-12.5,-105,12.5,-115,-12.0,-112,12.0,-108,-12.0,-113,12.0,-110,-12.5,-110,12.5,-110,-12.5,-110,12.5,-110,-12.5,-105,12.5,-115,-12.5,-106,12.5,-114,-12.0,-108,12.0,-104,-12.0,-110,12.0,-110
2026-03-25,63b3c408cf1e55eb8d34aec686038a87,Denver Nuggets,Dallas Mavericks,-11.5,-110,11.5,-110,-11.5,-110,11.5,-110,-12.0,-108,12.0,-115,-11.5,-110,11.5,-110,-11.5,-110,11.5,-110,-11.5,-110,11.5,-110,-12.0,-110,12.0,-110,-11.5,-106,11.5,-106,-11.5,-110,11.5,-110
2026-03-25,d17b632d984be98852b4bc409ae1d056,Portland Trail Blazers,Milwaukee Bucks,-13.5,-102,13.5,-118,-13.0,-110,13.0,-110,-12.5,-110,12.5,-113,-13.0,-110,13.0,-110,-13.0,-110,13.0,-110,-13.5,-102,13.5,-118,-13.0,-108,13.0,-112,-13.0,-106,13.0,-106,-13.0,-110,13.0,-110
2026-03-25,24a4d71edcffcb5584a61d2aa89c66d8,Los Angeles Clippers,Toronto Raptors,-3.5,-118,3.5,-102,-4.0,-110,4.0,-110,-4.5,-109,4.5,-114,-4.0,-110,4.0,-110,-4.0,-115,4.0,-105,-3.5,-115,3.5,-105,-3.5,-112,3.5,-108,-4.0,-106,4.0,-106,-4.0,-110,4.0,-110
