date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-03-21,a1158df1a3a21def58491807df167c6a,Washington Wizards,Oklahoma City Thunder,21.5,-110,-21.5,-110,21.5,-110,-21.5,-110,21.5,-110,-21.5,-113,21.5,-110,-21.5,-110,21.5,-105,-21.5,-115,21.5,-110,-21.5,-110,21.5,-112,-21.5,-108,21.5,-106,-21.5,-106,21.5,-110,-21.5,-110
2026-03-21,caa8acf3be841cea790d25a4082d4817,Charlotte Hornets,Memphis Grizzlies,-18.5,-110,18.5,-110,-18.5,-110,18.5,-110,-18.5,-113,18.5,-110,-18.5,-110,18.5,-110,-18.5,-110,18.5,-110,-18.5,-110,18.5,-110,-18.5,-110,18.5,-110,-18.5,-106,18.5,-106,-18.5,-110,18.5,-110
2026-03-21,87e5b0e532472d1e7a6815746302dd10,New Orleans Pelicans,Cleveland Cavaliers,6.5,-115,-6.5,-105,6.0,-110,-6.0,-110,6.0,-112,-6.0,-112,6.0,-110,-6.0,-110,6.0,-110,-6.0,-110,6.5,-115,-6.5,-105,5.5,-106,-5.5,-114,6.0,-106,-6.0,-106,6.0,-110,-6.0,-110
2026-03-21,041a208c3a53186e8bc0983045ab66f7,Orlando Magic,Los Angeles Lakers,,,,,4.0,-112,-4.0,-108,3.5,-109,-3.5,-114,4.0,-110,-4.0,-110,4.0,-110,-4.0,-110,3.5,-105,-3.5,-115,4.0,-110,-4.0,-110,4.0,-108,-4.0,-104,4.0,-110,-4.0,-110
2026-03-21,3523e11ab67a699ba097925fb4981746,Atlanta Hawks,Golden State Warriors,-10.5,-110,10.5,-110,-10.5,-110,10.5,-110,-11.0,-109,11.0,-114,-10.5,-110,10.5,-110,-10.5,-110,10.5,-110,-10.5,-115,10.5,-105,-11.0,-108,11.0,-112,-10.5,-106,10.5,-106,-10.5,-110,10.5,-110
2026-03-21,1a580864294677520ddb2a2a0fe31268,San Antonio Spurs,Indiana Pacers,-17.5,-110,17.5,-110,-17.5,-105,17.5,-115,-17.5,-110,17.5,-113,-17.5,-110,17.5,-110,-17.5,-110,17.5,-110,-17.5,-110,17.5,-110,-17.5,-110,17.5,-110,-17.5,-101,17.5,-111,-17.5,-110,17.5,-110
2026-03-21,3b6c1dd86ba56eddae458728b80c3320,Houston Rockets,Miami Heat,-2.5,-102,2.5,-118,-2.0,-110,2.0,-110,-2.0,-110,2.0,-113,-2.0,-110,2.0,-110,-2.0,-115,2.0,-105,-1.5,-115,1.5,-105,-2.0,-110,2.0,-110,-2.0,-106,2.0,-106,-2.0,-110,2.0,-110
2026-03-21,817a30a82900f0db41d5b094f424e33b,Dallas Mavericks,Los Angeles Clippers,7.5,-110,-7.5,-110,7.5,-110,-7.5,-110,7.5,-110,-7.5,-113,7.0,-110,-7.0,-110,7.0,-105,-7.0,-115,7.5,-110,-7.5,-110,7.5,-110,-7.5,-110,7.5,-106,-7.5,-106,7.5,-110,-7.5,-110
2026-03-21,b9b4d5f3dfbad29e6a0e3e08fff25a95,Utah Jazz,Philadelphia 76ers,5.5,-115,-5.5,-105,5.5,-115,-5.5,-105,5.5,-108,-5.5,-115,5.5,-110,-5.5,-110,5.5,-110,-5.5,-110,5.5,-115,-5.5,-105,5.5,-112,-5.5,-108,5.5,-111,-5.5,-101,5.5,-110,-5.5,-110
2026-03-21,d6b73b8b266617c9d9eeba4a6c9bf5f9,Phoenix Suns,Milwaukee Bucks,-11.5,-102,11.5,-118,-11.0,-112,11.0,-108,-10.5,-112,10.5,-112,-11.0,-110,11.0,-110,-11.0,-110,11.0,-110,-11.5,-105,11.5,-115,-11.5,-106,11.5,-114,-11.0,-108,11.0,-104,-11.5,-110,11.5,-110
