date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-01-25,a0d3f8f7036e2c7dccea730ccc41ca2b,Detroit Pistons,Sacramento Kings,-12.5,-115,12.5,-105,-13.5,-105,13.5,-115,-13.5,-112,13.5,-114,-13.0,-110,13.0,-110,-13.5,-108,13.5,-112,-13.5,-112,13.5,-108,-13.5,-101,13.5,-111,-13.5,-110,13.5,-110
2026-01-25,c86cde8c8683c965d5c7ebd795617e43,Memphis Grizzlies,Denver Nuggets,-4.5,-115,4.5,-105,-5.0,-108,5.0,-112,-4.5,-114,4.5,-112,-5.0,-110,5.0,-110,-4.5,-115,4.5,-105,-4.5,-118,4.5,-104,-5.0,-104,5.0,-108,-5.0,-110,5.0,-110
2026-01-25,5fbfee96c689932bc0a407ba529153bc,Minnesota Timberwolves,Golden State Warriors,-7.5,-105,7.5,-115,-7.0,-110,7.0,-110,-6.5,-115,6.5,-110,-7.0,-110,7.0,-110,-7.5,-105,7.5,-115,-7.5,-105,7.5,-115,-7.0,-106,7.0,-106,-7.0,-110,7.0,-110
2026-01-25,d3f356d58aacd082046604d59909c0d4,Milwaukee Bucks,Dallas Mavericks,-1.5,-110,1.5,-110,-1.0,-110,1.0,-110,-1.0,-113,1.0,-112,-1.0,-110,1.0,-110,-1.5,-112,1.5,-108,-1.0,-110,1.0,-110,-1.0,-106,1.0,-106,-1.0,-110,1.0,-110
2026-01-25,2430290eaa924324ff345dec25808b47,San Antonio Spurs,New Orleans Pelicans,-11.5,-110,11.5,-110,-11.5,-113,11.5,-107,-11.5,-113,11.5,-113,-11.5,-110,11.5,-110,-11.5,-115,11.5,-105,-11.5,-115,11.5,-105,-11.5,-109,11.5,-103,-11.5,-110,11.5,-110
2026-01-25,354fde2863bd3a517a448556445325bd,Oklahoma City Thunder,Toronto Raptors,-11.5,-105,11.5,-115,-11.0,-115,11.0,-105,-11.5,-109,11.5,-117,-11.0,-110,11.0,-110,-11.5,-108,11.5,-112,-11.5,-108,11.5,-112,-11.0,-111,11.0,-101,-11.5,-110,11.5,-110
2026-01-25,f2223a1d71646844964482dd813ecec0,Phoenix Suns,Miami Heat,-4.5,-105,4.5,-115,-4.0,-115,4.0,-105,-4.0,-114,4.0,-112,-4.0,-115,4.0,-105,-4.5,-108,4.5,-112,-4.5,-105,4.5,-115,-4.0,-111,4.0,-101,-4.0,-110,4.0,-110
2026-01-25,b72bc3485dbfd8ae67fcea4dd6b87d03,Los Angeles Clippers,Brooklyn Nets,-8.5,-110,8.5,-110,-8.5,-110,8.5,-110,-8.5,-114,8.5,-112,-8.5,-110,8.5,-110,-8.5,-112,8.5,-108,-9.0,-106,9.0,-114,-8.5,-106,8.5,-106,-8.5,-110,8.5,-110
