date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-01-24,2fb625905aadd447cd6100323cdb7dbb,Charlotte Hornets,Washington Wizards,-11.5,-115,11.5,-105,-12.0,-107,12.0,-113,-11.5,-113,11.5,-112,-11.5,-115,11.5,-105,-11.5,-112,11.5,-108,-11.5,-114,11.5,-106,-12.0,-103,12.0,-109,-11.5,-110,11.5,-110
2026-01-24,dd0de6a71d58d486094b3cdea27535f9,Philadelphia 76ers,New York Knicks,-1.5,-110,1.5,-110,-1.0,-110,1.0,-110,-1.0,-110,1.0,-115,-1.0,-110,1.0,-110,-1.5,-102,1.5,-118,-1.0,-110,1.0,-110,-1.0,-106,1.0,-106,-1.0,-110,1.0,-110
2026-01-24,e4a2617c331695bb3bf7786ef8f0f41b,Minnesota Timberwolves,Golden State Warriors,-5.5,-115,5.5,-105,-5.5,-115,5.5,-105,-6.0,-109,6.0,-115,-6.0,-110,6.0,-110,-5.5,-112,5.5,-108,-6.0,-106,6.0,-114,-5.5,-111,5.5,-101,-5.5,-110,5.5,-110
2026-01-24,08532c5ceb916194106d04e818ec4511,Orlando Magic,Cleveland Cavaliers,-1.5,-115,1.5,-105,-2.0,-112,2.0,-108,-2.5,-112,2.5,-114,-2.0,-110,2.0,-110,-1.5,-110,1.5,-110,-2.0,-110,2.0,-110,-2.0,-108,2.0,-104,-2.0,-110,2.0,-110
2026-01-24,7b855fffbf51faed6fdde563f8e8f04f,Chicago Bulls,Boston Celtics,-2.5,-110,2.5,-110,-1.5,-110,1.5,-110,-1.0,-113,1.0,-113,-1.0,-110,1.0,-110,1.5,-120,-1.5,100,-1.0,-108,1.0,-112,-1.5,-106,1.5,-106,-1.0,-110,1.0,-110
2026-01-24,b08d08f0411cb83292c7ae0faaf00acc,Dallas Mavericks,Los Angeles Lakers,,,,,4.0,-110,-4.0,-110,4.0,-117,-4.0,-109,4.0,-110,-4.0,-110,3.5,-108,-3.5,-112,4.0,-110,-4.0,-110,4.0,-106,-4.0,-106,4.0,-110,-4.0,-110
2026-01-24,e4b54e9313f1fd330f5dc6a41a79c6e0,Utah Jazz,Miami Heat,6.5,-115,-6.5,-105,6.0,-110,-6.0,-110,6.5,-117,-6.5,-109,6.0,-110,-6.0,-110,5.5,-105,-5.5,-115,6.0,-110,-6.0,-110,6.0,-106,-6.0,-106,6.0,-110,-6.0,-110
