date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-02-01,5c0746ce9061a650f053a42e255e9c56,Boston Celtics,Milwaukee Bucks,-12.5,-115,12.5,-105,-13.0,-110,13.0,-110,-12.5,-115,12.5,-110,-13.0,-110,13.0,-110,-13.0,-110,13.0,-110,-12.5,-112,12.5,-108,-12.5,-115,12.5,-105,-13.0,-106,13.0,-106,-13.0,-110,13.0,-110
2026-02-01,d2cc88f351d8b29d40d8a8cfbe724ad1,Detroit Pistons,Brooklyn Nets,-12.5,-110,12.5,-110,-12.5,-110,12.5,-110,-12.5,-113,12.5,-113,-12.5,-110,12.5,-110,-12.5,-115,12.5,-105,-12.5,-110,12.5,-110,-13.0,-106,13.0,-114,-12.5,-106,12.5,-106,-12.5,-110,12.5,-110
2026-02-01,dbc4aeceedac7c3d49e0d34601e550c4,Miami Heat,Chicago Bulls,-5.5,-118,5.5,-102,-5.5,-115,5.5,-105,-5.5,-113,5.5,-112,-6.0,-110,6.0,-110,-6.0,-105,6.0,-115,-5.5,-118,5.5,-102,-5.5,-114,5.5,-106,-5.5,-111,5.5,-101,-6.0,-110,6.0,-110
2026-02-01,0210ab755a18ffa716e3e74460b0600d,Washington Wizards,Sacramento Kings,2.5,-115,-2.5,-105,2.0,-110,-2.0,-110,2.0,-112,-2.0,-114,2.0,-110,-2.0,-110,2.5,-115,-2.5,-105,2.5,-115,-2.5,-105,2.0,-112,-2.0,-108,2.0,-106,-2.0,-106,2.0,-110,-2.0,-110
2026-02-01,007cc4ad87ae4f21fa2e95d659fa0832,Toronto Raptors,Utah Jazz,-10.5,-110,10.5,-110,-10.5,-113,10.5,-107,-11.0,-109,11.0,-117,-10.5,-110,10.5,-110,-11.0,-110,11.0,-110,-10.5,-115,10.5,-105,-11.0,-110,11.0,-110,-10.5,-109,10.5,-103,-10.5,-110,10.5,-110
2026-02-01,738c1334fcfb5a8dfb1149f4cdc3ffa4,New York Knicks,Los Angeles Lakers,-5.5,-105,5.5,-115,-5.0,-110,5.0,-110,-4.5,-114,4.5,-112,-5.0,-110,5.0,-110,-5.0,-110,5.0,-110,-5.5,-102,5.5,-118,-5.0,-110,5.0,-110,-5.0,-106,5.0,-106,-5.0,-110,5.0,-110
2026-02-01,642a194513f0ec5b24011af9806a397c,San Antonio Spurs,Orlando Magic,-4.5,-110,4.5,-110,-4.5,-105,4.5,-115,-5.5,-112,5.5,-114,-4.5,-110,4.5,-110,-5.0,-115,5.0,-105,-4.5,-108,4.5,-112,-4.5,-110,4.5,-110,-4.5,-101,4.5,-111,-5.0,-110,5.0,-110
2026-02-01,234f77cf5691a918e9951eccf534878a,Phoenix Suns,Los Angeles Clippers,-1.5,-118,1.5,-102,-2.0,-110,2.0,-110,-2.5,-110,2.5,-115,-2.0,-110,2.0,-110,1.5,-105,-1.5,-115,-2.5,-102,2.5,-118,-2.0,-110,2.0,-110,-2.0,-106,2.0,-106,-2.0,-110,2.0,-110
2026-02-01,b4985acd1a9b9f1b6530bed611bfce81,Portland Trail Blazers,Cleveland Cavaliers,3.5,-115,-3.5,-105,3.0,-105,-3.0,-115,3.5,-117,-3.5,-109,3.0,-110,-3.0,-110,3.0,-105,-3.0,-115,3.5,-118,-3.5,-102,3.0,-110,-3.0,-110,3.0,-101,-3.0,-111,3.0,-110,-3.0,-110
2026-02-01,1c9f0b84a617632c33b94135b8101897,Denver Nuggets,Oklahoma City Thunder,7.5,-110,-7.5,-110,7.5,-112,-7.5,-108,7.5,-115,-7.5,-110,7.5,-110,-7.5,-110,7.5,-110,-7.5,-110,7.5,-112,-7.5,-108,7.5,-110,-7.5,-110,7.5,-108,-7.5,-104,7.5,-110,-7.5,-110
