date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-01-06,9da408ed494fc627f41cf7879dad7b28,Indiana Pacers,Cleveland Cavaliers,6.5,-105,-6.5,-115,6.5,-107,-6.5,-113,6.0,-110,-6.0,-115,6.5,-105,-6.5,-115,5.5,-110,-5.5,-110,6.5,-108,-6.5,-112,6.5,-114,-6.5,-106,6.5,-106,-6.5,-106,6.5,-110,-6.5,-110
2026-01-06,a9f11838181d24890b76e4bdb90e6ccb,Washington Wizards,Orlando Magic,7.5,-110,-7.5,-110,7.5,-110,-7.5,-110,7.5,-112,-7.5,-114,7.5,-110,-7.5,-110,7.5,-105,-7.5,-115,7.5,-110,-7.5,-110,7.5,-112,-7.5,-108,7.5,-106,-7.5,-106,7.5,-110,-7.5,-110
2026-01-06,7815366be2e0e1fe687f6561567a30c4,New Orleans Pelicans,Los Angeles Lakers,5.5,-110,-5.5,-110,5.5,-110,-5.5,-110,5.5,-110,-5.5,-114,5.5,-110,-5.5,-110,6.0,-115,-6.0,-105,5.5,-105,-5.5,-115,5.5,-108,-5.5,-112,5.5,-106,-5.5,-106,5.5,-110,-5.5,-110
2026-01-06,5c919391903d2ab585c76df3e74cfa7a,Memphis Grizzlies,San Antonio Spurs,6.5,-118,-6.5,-102,6.0,-110,-6.0,-110,6.0,-109,-6.0,-117,6.0,-110,-6.0,-110,6.5,-105,-6.5,-115,6.5,-118,-6.5,-102,6.0,-108,-6.0,-112,6.0,-106,-6.0,-106,6.0,-110,-6.0,-110
2026-01-06,4b318916815b4f4d69521c5170424a11,Minnesota Timberwolves,Miami Heat,-3.5,-105,3.5,-115,-3.5,-108,3.5,-112,-4.0,-109,4.0,-115,-3.5,-110,3.5,-110,-6.0,-110,6.0,-110,-3.5,-108,3.5,-112,-3.5,-110,3.5,-110,-3.5,-104,3.5,-108,-3.5,-110,3.5,-110
2026-01-06,7b063c79884ac212df7bc7e9bcae2021,Sacramento Kings,Dallas Mavericks,5.5,-118,-5.5,-102,5.0,-113,-5.0,-107,5.5,-113,-5.5,-113,5.0,-115,-5.0,-105,5.0,-110,-5.0,-110,5.5,-120,-5.5,100,4.5,-105,-4.5,-115,5.0,-109,-5.0,-103,5.0,-110,-5.0,-110
