date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-01-25,a0d3f8f7036e2c7dccea730ccc41ca2b,Detroit Pistons,Sacramento Kings,-16.5,-118,16.5,-110,,,,,-15.5,-117,15.5,-117,,,,,-15.5,-115,15.5,-115,-17.5,104,17.5,-138,,,,,-18.5,-125,18.5,-105
2026-01-25,5fbfee96c689932bc0a407ba529153bc,Minnesota Timberwolves,Golden State Warriors,-6.5,-105,6.5,-115,-6.0,-108,6.0,-112,-6.0,-110,6.0,-115,,,,,-6.5,-102,6.5,-118,-5.5,-114,5.5,-106,-6.0,-104,6.0,-108,-6.5,-110,6.5,-110
2026-01-25,2430290eaa924324ff345dec25808b47,San Antonio Spurs,New Orleans Pelicans,-11.5,-110,11.5,-110,-11.5,-111,11.5,-109,-11.5,-114,11.5,-112,-11.5,-110,11.5,-110,-11.5,-110,11.5,-110,-11.5,-112,11.5,-108,-11.5,-107,11.5,-105,-11.5,-110,11.5,-110
2026-01-25,354fde2863bd3a517a448556445325bd,Oklahoma City Thunder,Toronto Raptors,-11.5,-105,11.5,-115,-11.0,-112,11.0,-108,-11.0,-115,11.0,-110,-11.0,-110,11.0,-110,-11.5,-102,11.5,-118,-11.5,-106,11.5,-114,-11.0,-108,11.0,-104,-11.5,-110,11.5,-110
2026-01-25,f2223a1d71646844964482dd813ecec0,Phoenix Suns,Miami Heat,-5.5,-110,5.5,-110,-5.5,-113,5.5,-107,-5.5,-112,5.5,-113,-5.5,-110,5.5,-110,-5.5,-112,5.5,-108,-6.0,-106,6.0,-114,-5.5,-109,5.5,-103,-5.5,-110,5.5,-110
2026-01-25,b72bc3485dbfd8ae67fcea4dd6b87d03,Los Angeles Clippers,Brooklyn Nets,-8.5,-110,8.5,-110,-8.5,-115,8.5,-105,-8.5,-115,8.5,-110,-8.5,-110,8.5,-110,-8.5,-112,8.5,-108,-9.0,-106,9.0,-114,-8.5,-111,8.5,-101,-8.5,-110,8.5,-110
