game_id,home_team,away_team,bookmaker,spread_point,spread_price
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,BetMGM,1.5,-125
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,BetMGM,-1.5,105
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,MyBookie.ag,1.0,-110
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,MyBookie.ag,-1.0,-110
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,DraftKings,1.5,-120
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,DraftKings,-1.5,100
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,BetRivers,1.0,-113
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,BetRivers,-1.0,-113
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,BetUS,0.0,-110
6f0f84ac9e8f4b28201d84feade66964,Milwaukee Bucks,Philadelphia 76ers,BetUS,0.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,FanDuel,15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,FanDuel,-15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetOnline.ag,15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetOnline.ag,-15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,LowVig.ag,15.0,-106
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,LowVig.ag,-15.0,-106
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,Bovada,15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,Bovada,-15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetMGM,15.5,-115
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetMGM,-15.5,-105
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,MyBookie.ag,15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,MyBookie.ag,-15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,DraftKings,15.5,-118
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,DraftKings,-15.5,-102
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetRivers,15.5,-114
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetRivers,-15.5,-112
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetUS,15.0,-110
8d3418eef90a481a997f274ad5b93c8e,Oklahoma City Thunder,Dallas Mavericks,BetUS,-15.0,-110
099fbdb7f4738db6e1f5b7889ab3d707,Orlando Magic,Miami Heat,DraftKings,5.5,-110
099fbdb7f4738db6e1f5b7889ab3d707,Orlando Magic,Miami Heat,DraftKings,-5.5,-110
099fbdb7f4738db6e1f5b7889ab3d707,Orlando Magic,Miami Heat,FanDuel,5.5,-106
099fbdb7f4738db6e1f5b7889ab3d707,Orlando Magic,Miami Heat,FanDuel,-5.5,-114
099fbdb7f4738db6e1f5b7889ab3d707,Orlando Magic,Miami Heat,BetRivers,5.5,-114
099fbdb7f4738db6e1f5b7889ab3d707,Orlando Magic,Miami Heat,BetRivers,-5.5,-110
582a77bcdc5401a29e263ffed5d26609,Toronto Raptors,New York Knicks,DraftKings,-2.5,-105
582a77bcdc5401a29e263ffed5d26609,Toronto Raptors,New York Knicks,DraftKings,2.5,-115
582a77bcdc5401a29e263ffed5d26609,Toronto Raptors,New York Knicks,FanDuel,-3.0,-110
582a77bcdc5401a29e263ffed5d26609,Toronto Raptors,New York Knicks,FanDuel,3.0,-110
582a77bcdc5401a29e263ffed5d26609,Toronto Raptors,New York Knicks,BetRivers,-2.5,-113
582a77bcdc5401a29e263ffed5d26609,Toronto Raptors,New York Knicks,BetRivers,2.5,-113
9373b84d11358f66f18562222dbf5f42,Oklahoma City Thunder,Phoenix Suns,FanDuel,-16.0,-110
9373b84d11358f66f18562222dbf5f42,Oklahoma City Thunder,Phoenix Suns,FanDuel,16.0,-110
9373b84d11358f66f18562222dbf5f42,Oklahoma City Thunder,Phoenix Suns,DraftKings,-15.5,-115
9373b84d11358f66f18562222dbf5f42,Oklahoma City Thunder,Phoenix Suns,DraftKings,15.5,-105
9373b84d11358f66f18562222dbf5f42,Oklahoma City Thunder,Phoenix Suns,BetRivers,-14.5,-113
9373b84d11358f66f18562222dbf5f42,Oklahoma City Thunder,Phoenix Suns,BetRivers,14.5,-113
2031f79c4dd229576855fb346449a8d4,Los Angeles Lakers,San Antonio Spurs,FanDuel,-3.5,-110
2031f79c4dd229576855fb346449a8d4,Los Angeles Lakers,San Antonio Spurs,FanDuel,3.5,-110
2031f79c4dd229576855fb346449a8d4,Los Angeles Lakers,San Antonio Spurs,DraftKings,-3.5,-110
2031f79c4dd229576855fb346449a8d4,Los Angeles Lakers,San Antonio Spurs,DraftKings,3.5,-110
2031f79c4dd229576855fb346449a8d4,Los Angeles Lakers,San Antonio Spurs,BetRivers,-4.5,-113
2031f79c4dd229576855fb346449a8d4,Los Angeles Lakers,San Antonio Spurs,BetRivers,4.5,-113
