date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2025-12-20,1facc6e030396d99f68b42ceacf86ada,Denver Nuggets,Houston Rockets,-1.5,-102,1.5,-118,1.0,-105,-1.0,-115,1.0,-110,-1.0,-115,1.0,-110,-1.0,-110,1.0,-110,-1.0,-110,1.5,-115,-1.5,-105,1.0,-110,-1.0,-110,1.0,-101,-1.0,-111,-1.0,-110,1.0,-110
2025-12-20,843dd6e8046c96f00161330ba41f9351,Toronto Raptors,Boston Celtics,-1.5,-110,1.5,-110,-1.5,-109,1.5,-111,-2.0,-115,2.0,-110,-1.5,-110,1.5,-110,-1.5,-115,1.5,-105,-1.5,-112,1.5,-108,-2.0,-108,2.0,-112,-1.5,-105,1.5,-107,-2.0,-110,2.0,-110
2025-12-20,2836ce6179d85c0752ed6e9c4603affa,Philadelphia 76ers,Dallas Mavericks,-1.5,-110,1.5,-110,-1.0,-112,1.0,-108,-1.5,-112,1.5,-113,-1.0,-110,1.0,-110,-1.0,-110,1.0,-110,-1.5,-108,1.5,-112,-1.0,-110,1.0,-110,-1.0,-108,1.0,-104,-1.0,-110,1.0,-110
2025-12-20,666b9bc21f9a5d645dea85f16cfbc5b0,New Orleans Pelicans,Indiana Pacers,-2.5,-110,2.5,-110,-2.5,-115,2.5,-105,-2.0,-115,2.0,-110,-2.5,-110,2.5,-110,-2.5,-105,2.5,-115,-1.5,-115,1.5,-105,-2.5,-108,2.5,-112,-2.5,-111,2.5,-101,-2.5,-110,2.5,-110
2025-12-20,751ae6f00a85c7080e95f73ed46acf4d,Detroit Pistons,Charlotte Hornets,-10.5,-110,10.5,-110,-10.5,-110,10.5,-110,-10.5,-112,10.5,-114,-10.5,-110,10.5,-110,-10.5,-110,10.5,-110,-10.5,-115,10.5,-105,-10.5,-114,10.5,-106,-10.5,-106,10.5,-106,-10.5,-110,10.5,-110
2025-12-20,00483daf4c80ac131810a9d835477e11,Memphis Grizzlies,Washington Wizards,-12.5,-110,12.5,-110,-12.5,-112,12.5,-108,-12.5,-114,12.5,-110,-12.5,-110,12.5,-110,-13.0,-105,13.0,-115,-12.5,-110,12.5,-110,-12.5,-110,12.5,-110,-12.5,-108,12.5,-104,-12.5,-110,12.5,-110
2025-12-20,58704c99dbeddbc39953bf87ce086ce9,Golden State Warriors,Phoenix Suns,-5.5,-118,5.5,-102,-6.0,-108,6.0,-112,-6.0,-109,6.0,-117,-6.0,-110,6.0,-110,-6.0,-110,6.0,-110,-5.5,-118,5.5,-102,-6.0,-108,6.0,-112,-6.0,-104,6.0,-108,-6.0,-110,6.0,-110
2025-12-20,42fcbf2cfe144c3ee52a77bfe42747cd,Utah Jazz,Orlando Magic,7.5,-105,-7.5,-115,8.0,-112,-8.0,-108,8.0,-115,-8.0,-110,8.0,-110,-8.0,-110,8.0,-115,-8.0,-105,7.5,-102,-7.5,-118,7.5,-106,-7.5,-114,8.0,-108,-8.0,-104,8.0,-110,-8.0,-110
2025-12-20,d664cfe15b420c801c03e6c1186a12a0,Sacramento Kings,Portland Trail Blazers,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,5.0,-117,-5.0,-109,4.5,-110,-4.5,-110,4.5,-115,-4.5,-105,4.5,-110,-4.5,-110,4.5,-110,-4.5,-110,4.5,-106,-4.5,-106,4.5,-110,-4.5,-110
2025-12-20,4aac5cca01b9e0b4804f8754a57ff080,Los Angeles Clippers,Los Angeles Lakers,1.5,-110,-1.5,-110,1.5,-108,-1.5,-112,1.5,-114,-1.5,-112,1.5,-110,-1.5,-110,1.5,-110,-1.5,-110,1.5,-108,-1.5,-112,1.5,-112,-1.5,-108,1.5,-104,-1.5,-108,1.5,-110,-1.5,-110
2025-12-20,9fa62a430b5fc2df2af99523c36c201c,Atlanta Hawks,Chicago Bulls,,,,,-5.0,-110,5.0,-110,,,,,,,,,,,,,,,,,-5.0,-110,5.0,-110,-5.0,-106,5.0,-106,,,,
