date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-03-27,cfb595cba37696e470059102db23fca9,Indiana Pacers,Los Angeles Clippers,8.5,-110,-8.5,-110,8.5,-108,-8.5,-112,9.0,-110,-9.0,-113,8.5,-110,-8.5,-110,9.0,-110,-9.0,-110,8.5,-108,-8.5,-112,9.5,-114,-9.5,-106,8.5,-104,-8.5,-108,8.5,-110,-8.5,-110
2026-03-27,9443e4a245659d7362366345b5a91b39,Boston Celtics,Atlanta Hawks,-4.5,-118,4.5,-102,-5.0,-110,5.0,-110,-5.0,-109,5.0,-114,-5.0,-110,5.0,-110,-4.5,-110,4.5,-110,-5.5,-102,5.5,-118,-5.0,-106,5.0,-114,-5.0,-106,5.0,-106,-5.0,-110,5.0,-110
2026-03-27,5ce07242b2ab7c9c82700854c237a77a,Cleveland Cavaliers,Miami Heat,-5.5,-105,5.5,-115,-5.5,-108,5.5,-112,-5.5,-109,5.5,-114,-5.5,-110,5.5,-110,-5.0,-110,5.0,-110,-5.5,-108,5.5,-112,-5.5,-106,5.5,-114,-5.5,-104,5.5,-108,-5.0,-110,5.0,-110
2026-03-27,e1036e62b7cea2b7bade60f85bc0c1b1,Oklahoma City Thunder,Chicago Bulls,-19.5,-110,19.5,-110,-19.5,-110,19.5,-110,-19.5,-114,19.5,-109,-19.5,-110,19.5,-110,-19.5,-110,19.5,-110,-19.5,-110,19.5,-110,-19.5,-114,19.5,-106,-19.5,-106,19.5,-106,-19.5,-110,19.5,-110
2026-03-27,874b67c6be5c213484fdecdf0e37faf6,Memphis Grizzlies,Houston Rockets,12.5,-105,-12.5,-115,13.0,-110,-13.0,-110,12.5,-109,-12.5,-114,13.0,-110,-13.0,-110,13.0,-105,-13.0,-115,12.5,-105,-12.5,-115,12.5,-106,-12.5,-114,13.0,-106,-13.0,-106,13.0,-110,-13.0,-110
2026-03-27,f2ffa80a1e0d1a911096e80676b07a99,Toronto Raptors,New Orleans Pelicans,-8.5,-105,8.5,-115,-8.5,-108,8.5,-112,-8.5,-109,8.5,-114,-8.5,-110,8.5,-110,-8.5,-105,8.5,-115,-8.5,-105,8.5,-115,-8.5,-106,8.5,-114,-8.5,-104,8.5,-108,-8.5,-110,8.5,-110
2026-03-27,a2b709618069c3dd7c15f6192c11e93c,Denver Nuggets,Utah Jazz,-18.5,-110,18.5,-110,-18.0,-115,18.0,-105,-18.5,-110,18.5,-113,-18.5,-110,18.5,-110,-18.5,-105,18.5,-115,-18.5,-108,18.5,-112,-18.5,-108,18.5,-112,-18.0,-111,18.0,-101,-18.0,-110,18.0,-110
2026-03-27,d4d54362306cefaac74ff35c3b020b78,Portland Trail Blazers,Dallas Mavericks,-10.5,-110,10.5,-110,-10.5,-110,10.5,-110,-10.0,-114,10.0,-109,-10.5,-110,10.5,-110,-10.5,-110,10.5,-110,-10.5,-110,10.5,-110,-10.0,-110,10.0,-110,-10.5,-106,10.5,-106,-10.5,-110,10.5,-110
2026-03-27,79aaaf1d88e3174addc5d58bd07e024d,Golden State Warriors,Washington Wizards,-13.5,-118,13.5,-102,-14.0,-110,14.0,-110,-14.0,-112,14.0,-112,-14.0,-110,14.0,-110,-14.0,-110,14.0,-110,-13.5,-118,13.5,-102,-14.5,-106,14.5,-114,-14.0,-106,14.0,-106,-14.0,-110,14.0,-110
2026-03-27,b552edb9183af4efd9e7b1b203525ac0,Los Angeles Lakers,Brooklyn Nets,-16.5,100,16.5,-120,-16.0,-110,16.0,-110,-16.0,-113,16.0,-110,-16.0,-110,16.0,-110,-16.5,-105,16.5,-115,-16.5,-102,16.5,-118,-16.5,-108,16.5,-112,-16.0,-106,16.0,-106,-16.0,-110,16.0,-110
