date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-04-03,033717528554996f232e2517ea1ad281,Charlotte Hornets,Indiana Pacers,-15.5,-110,15.5,-110,-15.5,-112,15.5,-108,-16.0,-110,16.0,-113,-15.5,-110,15.5,-110,-15.5,-115,15.5,-105,-15.5,-110,15.5,-110,-16.0,-108,16.0,-112,-15.5,-108,15.5,-104,-15.5,-110,15.5,-110
2026-04-03,21031d5ee035e890ee79d1afeef2f40c,Philadelphia 76ers,Minnesota Timberwolves,-4.5,-102,4.5,-118,-4.5,-105,4.5,-115,-4.5,-109,4.5,-114,-4.5,-110,4.5,-110,-4.5,-105,4.5,-115,-4.5,-105,4.5,-115,-4.0,-110,4.0,-110,-4.5,-101,4.5,-111,-4.5,-110,4.5,-110
2026-04-03,cb55f248d8dbb539ca55edf31d762f6a,Brooklyn Nets,Atlanta Hawks,16.5,-105,-16.5,-115,17.0,-110,-17.0,-110,17.0,-110,-17.0,-113,17.0,-105,-17.0,-115,17.0,-115,-17.0,-105,16.5,-105,-16.5,-115,17.5,-114,-17.5,-106,17.0,-106,-17.0,-106,17.0,-110,-17.0,-110
2026-04-03,d2565f4ec40ef0701e442d56c8d44ff2,New York Knicks,Chicago Bulls,-13.5,-125,13.5,105,-14.0,-110,14.0,-110,-14.5,-110,14.5,-113,-14.0,-110,14.0,-110,-14.5,-105,14.5,-115,-13.5,-118,13.5,-102,-14.5,-108,14.5,-112,-14.0,-106,14.0,-106,-14.0,-110,14.0,-110
2026-04-03,d33be5a00d538b7bd7dee98ed5166593,Milwaukee Bucks,Boston Celtics,17.5,-110,-17.5,-110,17.5,-110,-17.5,-110,17.5,-110,-17.5,-113,17.5,-110,-17.5,-110,17.5,-110,-17.5,-110,17.5,-108,-17.5,-112,17.5,-106,-17.5,-114,17.5,-106,-17.5,-106,17.5,-110,-17.5,-110
2026-04-03,e9a2348d7311c62fe296a00ed8c03e29,Houston Rockets,Utah Jazz,-17.5,-110,17.5,-110,-17.5,-115,17.5,-105,-17.5,-114,17.5,-109,-17.5,-110,17.5,-110,-18.0,-105,18.0,-115,-17.5,-112,17.5,-108,-17.5,-112,17.5,-108,-17.5,-111,17.5,-101,-18.0,-110,18.0,-110
2026-04-03,3880a34134efe663dcdc776fff7cde38,Memphis Grizzlies,Toronto Raptors,14.5,-118,-14.5,-102,14.0,-110,-14.0,-110,13.5,-112,-13.5,-112,13.5,-110,-13.5,-110,14.0,-110,-14.0,-110,14.5,-118,-14.5,-102,14.0,-110,-14.0,-110,14.0,-106,-14.0,-106,14.0,-110,-14.0,-110
2026-04-03,905392b9896b3f0d42e43bc4af97d72e,Dallas Mavericks,Orlando Magic,6.5,-110,-6.5,-110,6.5,-108,-6.5,-112,7.0,-115,-7.0,-108,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,6.5,-108,-6.5,-112,6.5,-108,-6.5,-112,6.5,-104,-6.5,-108,6.5,-110,-6.5,-110
2026-04-03,2c0009c3a722545d107730244928ad22,Sacramento Kings,New Orleans Pelicans,6.5,-118,-6.5,-102,6.0,-110,-6.0,-110,5.5,-109,-5.5,-114,6.0,-110,-6.0,-110,6.0,-110,-6.0,-110,6.5,-118,-6.5,-102,5.5,-105,-5.5,-115,6.0,-106,-6.0,-106,6.0,-110,-6.0,-110
2026-04-03,53273367f28e360f2e7814dd06e29a24,Denver Nuggets,San Antonio Spurs,,,,,,,,,,,,,,,,,,,,,2.5,-110,-2.5,-110,2.0,-110,-2.0,-110,,,,,,,,
2026-04-03,b146607a8fe26fe467294dfdbaa0ff2b,Miami Heat,Washington Wizards,,,,,,,,,,,,,,,,,,,,,,,,,-17.5,-108,17.5,-112,,,,,,,,
