date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-03-24,c4901bf9c9ebf81236d22ca4626b5a31,Charlotte Hornets,Sacramento Kings,-17.5,-115,17.5,-105,-17.5,-115,17.5,-105,-18.0,-109,18.0,-114,-18.0,-110,18.0,-110,-17.5,-115,17.5,-105,-17.5,-115,17.5,-105,-17.5,-114,17.5,-106,-17.5,-111,17.5,-101,-18.0,-110,18.0,-110
2026-03-24,3ffbb865981907829bb58d7f86351ba0,New York Knicks,New Orleans Pelicans,-8.5,-115,8.5,-105,-8.5,-110,8.5,-110,-9.0,-110,9.0,-113,-8.5,-110,8.5,-110,-8.5,-110,8.5,-110,-8.5,-112,8.5,-108,-8.5,-110,8.5,-110,-8.5,-106,8.5,-106,-8.5,-110,8.5,-110
2026-03-24,6b03ae1305a70007dbaebefa0c8af0b7,Cleveland Cavaliers,Orlando Magic,-10.5,-110,10.5,-110,-10.5,-112,10.5,-108,-10.5,-110,10.5,-113,-10.5,-110,10.5,-110,-11.0,-105,11.0,-115,-10.5,-115,10.5,-105,-11.0,-108,11.0,-112,-10.5,-108,10.5,-104,-10.5,-110,10.5,-110
2026-03-24,5cc255e5f9f9fefa4cc7e5316e16a519,Phoenix Suns,Denver Nuggets,6.5,-115,-6.5,-105,6.0,-110,-6.0,-110,6.0,-112,-6.0,-112,6.0,-110,-6.0,-110,6.0,-115,-6.0,-105,6.5,-112,-6.5,-108,6.0,-112,-6.0,-108,6.0,-106,-6.0,-106,6.0,-110,-6.0,-110
2026-03-24,8aaad66627fe854cc273103047d880e6,Detroit Pistons,Atlanta Hawks,,,,,,,,,,,,,,,,,,,,,-2.5,-115,2.5,-105,-2.5,-115,2.5,-105,,,,,,,,
2026-03-24,277fee894c9dc5c623ed6a131bf513c7,Boston Celtics,Oklahoma City Thunder,,,,,,,,,,,,,,,,,,,,,3.5,-115,-3.5,-105,2.5,-106,-2.5,-114,,,,,,,,
2026-03-24,bb33d3e33ac233af2a20161310f567f2,Cleveland Cavaliers,Miami Heat,,,,,,,,,,,,,,,,,,,,,,,,,-3.5,-112,3.5,-108,,,,,,,,
2026-03-24,cf2665074fd82e7b5f2b4393f20afd32,Minnesota Timberwolves,Houston Rockets,,,,,,,,,,,,,,,,,,,,,1.5,-120,-1.5,100,1.0,-108,-1.0,-112,,,,,,,,
2026-03-24,63b3c408cf1e55eb8d34aec686038a87,Denver Nuggets,Dallas Mavericks,,,,,,,,,,,,,,,,,,,,,,,,,-14.0,-108,14.0,-112,,,,,,,,
2026-03-24,24a4d71edcffcb5584a61d2aa89c66d8,Los Angeles Clippers,Toronto Raptors,,,,,,,,,,,,,,,,,,,,,,,,,-3.5,-105,3.5,-115,,,,,,,,
