date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-02-24,56d8ed44cdc3ee05a77edd2ecb4a516b,Indiana Pacers,Philadelphia 76ers,10.5,-115,-10.5,-105,10.0,-110,-10.0,-110,10.0,-110,-10.0,-113,10.5,-110,-10.5,-110,10.0,-105,-10.0,-115,9.5,100,-9.5,-120,10.0,-110,-10.0,-110,10.0,-106,-10.0,-106,10.0,-110,-10.0,-110
2026-02-24,9b47a98c27ee6ad7706c0e3a34887d12,Atlanta Hawks,Washington Wizards,-12.5,-102,12.5,-118,-12.0,-110,12.0,-110,-12.5,-114,12.5,-109,-12.5,-110,12.5,-110,-12.0,-110,12.0,-110,-12.5,-102,12.5,-118,-12.5,-110,12.5,-110,-12.0,-106,12.0,-106,-12.5,-110,12.5,-110
2026-02-24,ba1cbfef82b196c39c27c0a78d2f22f4,Brooklyn Nets,Dallas Mavericks,1.5,-110,-1.5,-110,1.0,-105,-1.0,-115,2.0,-110,-2.0,-113,1.5,-110,-1.5,-110,1.5,-110,-1.5,-110,1.5,-110,-1.5,-110,1.5,-110,-1.5,-110,1.0,-101,-1.0,-111,1.5,-110,-1.5,-110
2026-02-24,a4f9fe2c493fda08ff19d7c349948824,Cleveland Cavaliers,New York Knicks,-3.5,-115,3.5,-105,-4.5,-105,4.5,-115,-4.0,-112,4.0,-112,-4.5,-110,4.5,-110,-4.0,-115,4.0,-105,-4.5,-102,4.5,-118,-4.0,-112,4.0,-108,-4.5,-101,4.5,-111,-4.0,-110,4.0,-110
2026-02-24,9309db11d70c5cca506e8df2ce5e1fb3,Toronto Raptors,Oklahoma City Thunder,-2.5,-110,2.5,-110,-2.5,-110,2.5,-110,-2.5,-114,2.5,-109,-2.5,-110,2.5,-110,-2.5,-110,2.5,-110,-2.5,-108,2.5,-112,-2.0,-112,2.0,-108,-2.5,-106,2.5,-106,-2.5,-110,2.5,-110
2026-02-24,afa313a4ac57c385b346c4d1b4912e3c,Chicago Bulls,Charlotte Hornets,8.5,-115,-8.5,-105,8.0,-110,-8.0,-110,8.0,-108,-8.0,-114,8.5,-110,-8.5,-110,8.0,-105,-8.0,-115,8.5,-120,-8.5,100,8.5,-112,-8.5,-108,8.0,-106,-8.0,-106,8.5,-110,-8.5,-110
2026-02-24,eeaef64ecae77969994ee0b8b56da256,New Orleans Pelicans,Golden State Warriors,1.5,-118,-1.5,-102,1.0,-107,-1.0,-113,2.0,-114,-2.0,-109,1.0,-110,-1.0,-110,1.0,-110,-1.0,-110,1.5,-110,-1.5,-110,1.5,-110,-1.5,-110,1.0,-103,-1.0,-109,1.0,-110,-1.0,-110
2026-02-24,d8b8e015e358036b0f8e3758c263ae24,Milwaukee Bucks,Miami Heat,6.5,-115,-6.5,-105,6.5,-115,-6.5,-105,6.0,-108,-6.0,-115,6.5,-110,-6.5,-110,6.5,-115,-6.5,-105,6.5,-112,-6.5,-108,6.5,-112,-6.5,-108,6.5,-111,-6.5,-101,6.5,-110,-6.5,-110
2026-02-24,0bd210b80d8411885dccc7164a922234,Phoenix Suns,Boston Celtics,5.5,-115,-5.5,-105,5.0,-105,-5.0,-115,5.0,-109,-5.0,-114,5.5,-110,-5.5,-110,5.5,-110,-5.5,-110,5.5,-112,-5.5,-108,5.0,-108,-5.0,-112,5.0,-101,-5.0,-111,5.0,-110,-5.0,-110
2026-02-24,f1b2d64d6f68c92256c27ebe3868b62a,Portland Trail Blazers,Minnesota Timberwolves,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,7.0,-115,-7.0,-108,6.5,-110,-6.5,-110,6.5,-105,-6.5,-115,6.5,-110,-6.5,-110,6.5,-110,-6.5,-110,6.5,-106,-6.5,-106,6.5,-110,-6.5,-110
2026-02-24,19016c4fd819260622e9fbaf8070d66a,Los Angeles Lakers,Orlando Magic,-5.5,-110,5.5,-110,-5.5,-110,5.5,-110,-5.0,-115,5.0,-108,-5.5,-110,5.5,-110,-5.5,-110,5.5,-110,-5.5,-108,5.5,-112,-5.0,-110,5.0,-110,-5.5,-106,5.5,-106,-5.5,-110,5.5,-110
2026-02-24,a8028bf0f04b5e9f3817105d32cb184f,Detroit Pistons,Oklahoma City Thunder,,,,,,,,,-5.5,-114,5.5,-109,,,,,,,,,-5.5,-110,5.5,-110,-6.0,-106,6.0,-114,,,,,,,,
2026-02-24,010464f9e9bc0e7eb4d798de17bea766,Toronto Raptors,San Antonio Spurs,,,,,,,,,,,,,,,,,,,,,,,,,6.0,-108,-6.0,-112,,,,,,,,
2026-02-24,8025d116b7bab0c83e23a9c0b76e1e1b,Denver Nuggets,Boston Celtics,,,,,,,,,-3.5,-113,3.5,-110,,,,,,,,,-3.5,-115,3.5,-105,-3.5,-108,3.5,-112,,,,,,,,
