date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-05-06,30985b2de1c1ed30f2e2fd8caf711d21,2026-05-06T17:11:00Z,Tampa Bay Rays,Toronto Blue Jays,-1.5,154,1.5,-190,-1.5,160,1.5,-183,-1.5,160,1.5,-200,-1.5,160,1.5,-185,-1.5,155,1.5,-180,-1.5,148,1.5,-180,-1.5,150,1.5,-182,-1.5,161,1.5,-183,-1.5,152,1.5,-178
2026-05-06,71fad9f636c723c1e774d7aa9651880b,2026-05-06T17:16:00Z,St. Louis Cardinals,Milwaukee Brewers,1.5,-190,-1.5,155,-1.5,186,1.5,-220,1.5,-190,-1.5,150,-1.5,184,1.5,-215,1.5,-180,-1.5,155,1.5,-176,-1.5,145,1.5,-205,-1.5,168,-1.5,189,1.5,-218,1.5,-190,-1.5,155
2026-05-06,de734f0e0ca302bf4a6c20844ec6127c,2026-05-06T18:11:00Z,Houston Astros,Los Angeles Dodgers,2.5,-135,-2.5,110,1.5,113,-1.5,-133,1.5,108,-1.5,-134,1.5,110,-1.5,-130,1.5,120,-1.5,-140,1.5,109,-1.5,-131,1.5,112,-1.5,-134,1.5,116,-1.5,-131,1.5,105,-1.5,-125
2026-05-06,bd85ab302972ab39355e0e7baa91a454,2026-05-06T19:46:00Z,San Francisco Giants,San Diego Padres,1.5,-185,-1.5,150,1.5,-174,-1.5,153,1.5,-182,-1.5,145,1.5,-175,-1.5,152,1.5,-175,-1.5,150,1.5,-181,-1.5,149,1.5,-182,-1.5,150,1.5,-174,-1.5,154,1.5,-182,-1.5,149
2026-05-06,7c30fa11564865dd19f2a9c4a7e9d937,2026-05-06T20:08:00Z,Los Angeles Angels,Chicago White Sox,1.5,-175,-1.5,145,1.5,-166,-1.5,146,1.5,-167,-1.5,135,1.5,-165,-1.5,144,1.5,-170,-1.5,145,1.5,-175,-1.5,144,1.5,-178,-1.5,146,1.5,-166,-1.5,147,1.5,-160,-1.5,140
2026-05-06,1f8259cdeb29bfd068ffa5cbaea3e8d7,2026-05-06T20:10:00Z,Seattle Mariners,Atlanta Braves,,,,,-1.5,156,1.5,-178,-1.5,150,1.5,-190,-1.5,156,1.5,-180,-1.5,160,1.5,-185,-1.5,153,1.5,-186,-1.5,152,1.5,-184,-1.5,157,1.5,-178,-1.5,152,1.5,-178
2026-05-06,8379550b6a949466b56d6ddffad2b2fe,2026-05-06T22:41:00Z,Philadelphia Phillies,Athletics,-1.5,125,1.5,-150,-1.5,120,1.5,-140,-1.5,125,1.5,-155,-1.5,120,1.5,-140,-1.5,120,1.5,-140,-1.5,119,1.5,-143,-1.5,120,1.5,-144,-1.5,122,1.5,-138,-1.5,120,1.5,-140
2026-05-06,7dd3ac6bd80317fdd884080b8d94dd77,2026-05-06T22:41:00Z,Miami Marlins,Baltimore Orioles,-1.5,155,1.5,-190,-1.5,159,1.5,-182,-1.5,160,1.5,-200,-1.5,156,1.5,-180,-1.5,155,1.5,-180,-1.5,153,1.5,-186,-1.5,155,1.5,-188,-1.5,160,1.5,-182,-1.5,152,1.5,-178
2026-05-06,4a14bd2383b640b8cf105c59c99fa882,2026-05-06T22:41:00Z,Detroit Tigers,Boston Red Sox,1.5,-190,-1.5,155,-1.5,183,1.5,-215,1.5,-210,-1.5,165,-1.5,188,1.5,-220,-1.5,180,1.5,-220,1.5,-174,-1.5,143,1.5,-184,-1.5,152,-1.5,185,1.5,-213,1.5,-190,-1.5,155
2026-05-06,50bf885c9e829f1de48161f3ec47e5dc,2026-05-06T22:46:00Z,Washington Nationals,Minnesota Twins,1.5,-155,-1.5,125,1.5,-140,-1.5,120,1.5,-139,-1.5,112,1.5,-140,-1.5,120,1.5,-140,-1.5,120,1.5,-143,-1.5,119,1.5,-144,-1.5,120,1.5,-138,-1.5,122,1.5,-141,-1.5,120
2026-05-06,895be7e0cbc697eeffc1f4c9fb60613b,2026-05-06T23:06:00Z,New York Yankees,Texas Rangers,-1.5,105,1.5,-125,-1.5,100,1.5,-120,-1.5,-105,1.5,-120,-1.5,-105,1.5,-115,-1.5,100,1.5,-120,-1.5,-102,1.5,-118,-1.5,105,1.5,-126,-1.5,103,1.5,-117,-1.5,100,1.5,-120
2026-05-06,a524558d8c67f4e0116d63123b26e426,2026-05-06T23:41:00Z,Chicago Cubs,Cincinnati Reds,-1.5,125,1.5,-150,-1.5,125,1.5,-145,-1.5,128,1.5,-159,-1.5,125,1.5,-145,-1.5,125,1.5,-145,-1.5,123,1.5,-149,-1.5,125,1.5,-150,-1.5,127,1.5,-143,-1.5,128,1.5,-151
2026-05-06,30d2a93f1ca79f37c19806e74ed1cdab,2026-05-06T23:41:00Z,Kansas City Royals,Cleveland Guardians,-1.5,155,1.5,-190,-1.5,164,1.5,-188,-1.5,155,1.5,-195,-1.5,164,1.5,-190,-1.5,160,1.5,-185,-1.5,159,1.5,-194,-1.5,158,1.5,-192,-1.5,165,1.5,-188,-1.5,158,1.5,-188
2026-05-06,3d9ff7b926b247cb73447ca5c7a7428e,2026-05-07T01:21:00Z,Colorado Rockies,New York Mets,1.5,-110,-1.5,-110,1.5,-112,-1.5,-108,1.5,-114,-1.5,-109,,,,,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-111,-1.5,-108,1.5,-109,-1.5,-105,1.5,-115,-1.5,-104
2026-05-06,de899b461227924fc52c2f9492e9fe56,2026-05-07T01:41:00Z,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-160,-1.5,135,1.5,-155,-1.5,135,1.5,-155,-1.5,125,1.5,-155,-1.5,135,1.5,-160,-1.5,135,1.5,-163,-1.5,135,1.5,-160,-1.5,130,1.5,-154,-1.5,136,1.5,-157,-1.5,138
