date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-05-07,1c3063ee80bf14181773650f89724edd,2026-05-07T16:36:00Z,New York Yankees,Texas Rangers,-1.5,105,1.5,-135,,,,,-1.0,-139,1.0,102,,,,,-1.5,100,1.5,-130,-1.5,-101,1.5,-129,-1.5,116,1.5,-152,,,,,-1.5,100,1.5,-133
2026-05-07,ba055e6ad1137117eef850d15d9c8c97,2026-05-07T17:06:00Z,Washington Nationals,Minnesota Twins,,,,,-1.5,163,1.5,-187,-1.5,160,1.5,-200,-1.5,160,1.5,-185,-1.5,165,1.5,-195,1.5,-189,-1.5,155,-1.5,164,1.5,-200,-1.5,164,1.5,-187,-1.5,163,1.5,-200
2026-05-07,6ea660d6d55e2a5168fd92eb01e16b87,2026-05-07T18:11:00Z,Kansas City Royals,Cleveland Guardians,-1.5,135,1.5,-165,-1.5,140,1.5,-160,-1.5,128,1.5,-162,-1.5,140,1.5,-160,-1.5,140,1.5,-165,-1.5,135,1.5,-163,-1.5,134,1.5,-162,-1.5,141,1.5,-160,-1.5,141,1.5,-161
2026-05-07,d995ce8d9df4c182c1ecade37bac292d,2026-05-07T18:21:00Z,Chicago Cubs,Cincinnati Reds,-1.5,105,1.5,-130,-1.5,103,1.5,-123,-1.5,102,1.5,-125,-1.5,105,1.5,-125,-1.5,105,1.5,-125,-1.5,104,1.5,-126,-1.5,104,1.5,-125,-1.5,106,1.5,-120,-1.5,107,1.5,-128
2026-05-07,db06eeec096bc60532c3b1aa5d4235a0,2026-05-07T19:11:00Z,Colorado Rockies,New York Mets,1.5,-130,-1.5,105,1.5,-125,-1.5,105,1.5,-127,-1.5,102,1.5,-125,-1.5,105,1.5,-125,-1.5,105,1.5,-126,-1.5,104,1.5,-126,-1.5,105,1.5,-122,-1.5,108,1.5,-123,-1.5,102
2026-05-07,4d8a7d6f10d4e381df3410c93345b071,2026-05-07T19:41:00Z,Arizona Diamondbacks,Pittsburgh Pirates,1.5,-190,-1.5,155,-1.5,181,1.5,-212,1.5,-180,-1.5,143,-1.5,180,1.5,-210,-1.5,180,1.5,-220,1.5,-179,-1.5,148,1.5,-192,-1.5,158,-1.5,183,1.5,-211,1.5,-190,-1.5,155
2026-05-07,b24e92041f215692dc57c17a67275bcf,2026-05-07T22:41:00Z,Philadelphia Phillies,Athletics,-1.5,150,1.5,-185,-1.5,155,1.5,-177,-1.5,155,1.5,-195,-1.5,152,1.5,-175,-1.5,155,1.5,-180,-1.5,149,1.5,-181,-1.5,146,1.5,-176,-1.5,156,1.5,-177,-1.5,150,1.5,-180
2026-05-07,01ce87afc3b701c0bae09b62dc95f87c,2026-05-07T22:41:00Z,Miami Marlins,Baltimore Orioles,-1.5,165,1.5,-200,-1.5,165,1.5,-190,1.5,-220,-1.5,170,-1.5,164,1.5,-190,-1.5,165,1.5,-195,-1.5,159,1.5,-194,-1.5,162,1.5,-196,-1.5,166,1.5,-190,-1.5,160,1.5,-196
2026-05-07,587e3aa8ddaf7a5719f0d0f55b446db9,2026-05-07T23:11:00Z,Boston Red Sox,Tampa Bay Rays,1.5,-190,-1.5,155,-1.5,178,1.5,-207,1.5,-205,-1.5,160,-1.5,176,1.5,-205,-1.5,180,1.5,-220,1.5,-188,-1.5,154,1.5,-205,-1.5,168,-1.5,180,1.5,-206,1.5,-206,-1.5,164
2026-05-07,fb98c375df55f7f70d2f35b2209bdd61,2026-05-08T02:11:00Z,San Diego Padres,St. Louis Cardinals,-1.5,125,1.5,-155,-1.5,131,1.5,-151,-1.5,123,1.5,-152,-1.5,130,1.5,-150,-1.5,130,1.5,-150,-1.5,129,1.5,-156,-1.5,122,1.5,-146,-1.5,132,1.5,-150,-1.5,136,1.5,-156
