date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-06-12,54d2ed057ce3fb965cccd98462801587,2026-06-12T22:41:00Z,Pittsburgh Pirates,Miami Marlins,-1.5,135,1.5,-165,-1.5,140,1.5,-160,-1.5,140,1.5,-177,-1.5,140,1.5,-160,-1.5,145,1.5,-170,-1.5,141,1.5,-171,-1.5,146,1.5,-176,-1.5,141,1.5,-160,-1.5,133,1.5,-163
2026-06-12,58c428c5386f2b32f686e9edcd8a59c1,2026-06-12T22:46:00Z,Washington Nationals,Seattle Mariners,1.5,-135,-1.5,110,1.5,-130,-1.5,110,1.5,-141,-1.5,114,1.5,-130,-1.5,110,1.5,-130,-1.5,110,1.5,-132,-1.5,109,1.5,-137,-1.5,114,1.5,-128,-1.5,113,1.5,-133,-1.5,109
2026-06-12,425b34215a513158ef4e31dfba783680,2026-06-12T23:06:00Z,Baltimore Orioles,San Diego Padres,-1.5,145,1.5,-175,-1.5,149,1.5,-170,-1.5,140,1.5,-175,-1.5,148,1.5,-170,-1.5,155,1.5,-180,-1.5,144,1.5,-175,-1.5,152,1.5,-184,-1.5,150,1.5,-170,-1.5,146,1.5,-182
2026-06-12,0b2ce5a1d74c6717e426e4fad97d4195,2026-06-12T23:11:00Z,Boston Red Sox,Texas Rangers,-1.5,155,1.5,-190,-1.5,161,1.5,-185,-1.5,165,1.5,-215,-1.5,160,1.5,-185,-1.5,160,1.5,-185,-1.5,157,1.5,-192,-1.5,162,1.5,-196,-1.5,162,1.5,-185,-1.5,154,1.5,-190
2026-06-12,b6419b51fefd5fa369613194085e166f,2026-06-12T23:11:00Z,Cleveland Guardians,Detroit Tigers,1.5,-210,-1.5,160,-1.5,165,1.5,-190,1.5,-210,-1.5,163,-1.5,164,1.5,-190,-1.5,165,1.5,-195,-1.5,167,1.5,-204,1.5,-205,-1.5,168,-1.5,166,1.5,-190,-1.5,155,1.5,-192
2026-06-12,3f2c1cb7fb42f7b00783f896040bb847,2026-06-12T23:15:00Z,New York Mets,Atlanta Braves,,,,,-1.5,170,1.5,-195,-1.5,165,1.5,-215,-1.5,168,1.5,-195,-1.5,170,1.5,-200,-1.5,167,1.5,-204,-1.5,168,1.5,-205,-1.5,171,1.5,-195,-1.5,160,1.5,-200
2026-06-12,858a2c7b380050783a8afc9416d83cd0,2026-06-12T23:16:00Z,Cincinnati Reds,Arizona Diamondbacks,1.5,-185,-1.5,150,1.5,-175,-1.5,153,1.5,-182,-1.5,145,1.5,-175,-1.5,152,-1.5,175,1.5,-210,1.5,-179,-1.5,147,1.5,-182,-1.5,150,1.5,-175,-1.5,154,1.5,-178,-1.5,145
2026-06-12,95ee6055d18281317e28c6c18e624606,2026-06-12T23:37:00Z,Toronto Blue Jays,New York Yankees,1.5,-190,-1.5,155,-1.5,177,1.5,-205,1.5,-200,-1.5,160,-1.5,176,1.5,-205,-1.5,180,1.5,-220,1.5,-192,-1.5,158,1.5,-188,-1.5,155,-1.5,179,1.5,-204,1.5,-202,-1.5,161
2026-06-12,93fc5b52fd02b67ae146d8a43e98b1ae,2026-06-12T23:41:00Z,Chicago White Sox,Los Angeles Dodgers,1.5,-135,-1.5,110,1.5,-133,-1.5,113,1.5,-136,-1.5,110,1.5,-135,-1.5,115,1.5,-135,-1.5,115,1.5,-132,-1.5,109,1.5,-128,-1.5,106,1.5,-131,-1.5,116,1.5,-138,-1.5,113
2026-06-12,01293f413b449db8f908c6d51539ea15,2026-06-12T23:41:00Z,Milwaukee Brewers,Philadelphia Phillies,-1.5,-115,1.5,-105,-1.5,-120,1.5,100,-1.5,-109,1.5,-114,-1.5,-120,1.5,100,-1.5,-120,1.5,100,-1.5,-115,1.5,-104,-1.5,-110,1.5,-110,-1.5,-117,1.5,103,-1.5,-122,1.5,100
2026-06-12,f5978dc3ccd113075da44542f6ee1e9a,2026-06-13T00:11:00Z,Kansas City Royals,Houston Astros,1.5,-165,-1.5,135,1.5,-155,-1.5,135,1.5,-167,-1.5,135,1.5,-155,-1.5,135,1.5,-160,-1.5,135,1.5,-163,-1.5,135,1.5,-164,-1.5,136,1.5,-154,-1.5,136,1.5,-166,-1.5,134
2026-06-12,4be65ae4c2c4b00e97e31396ea055fa7,2026-06-13T00:11:00Z,Minnesota Twins,St. Louis Cardinals,-1.5,145,1.5,-175,-1.5,149,1.5,-170,-1.5,140,1.5,-177,-1.5,148,1.5,-170,-1.5,150,1.5,-175,-1.5,144,1.5,-175,-1.5,146,1.5,-178,-1.5,150,1.5,-170,-1.5,143,1.5,-175
2026-06-12,1972be0f278db4fe870972f2d97254c2,2026-06-13T01:39:00Z,Los Angeles Angels,Tampa Bay Rays,1.5,-115,-1.5,-105,1.5,-116,-1.5,-104,1.5,-120,-1.5,-105,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-117,-1.5,-103,1.5,-115,-1.5,-104,1.5,-113,-1.5,-101,1.5,-120,-1.5,-101
