date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-05-05,b30fec61cfbf1f3dfe4bb5e70a150f48,2026-05-05T22:41:00Z,Philadelphia Phillies,Athletics,-1.5,110,1.5,-130,-1.5,105,1.5,-125,-1.5,108,1.5,-134,-1.5,105,1.5,-125,-1.5,105,1.5,-125,-1.5,109,1.5,-131,-1.5,106,1.5,-128,-1.5,108,1.5,-122,-1.5,112,1.5,-132
2026-05-05,692aeb05691cac285d594067d9c4a24e,2026-05-05T22:41:00Z,Miami Marlins,Baltimore Orioles,-1.5,155,1.5,-190,-1.5,153,1.5,-175,-1.5,155,1.5,-195,-1.5,156,1.5,-180,-1.5,145,1.5,-170,-1.5,149,1.5,-181,-1.5,146,1.5,-176,-1.5,154,1.5,-175,-1.5,147,1.5,-170
2026-05-05,71ef508a8cbaa38a8e77f003e58f92aa,2026-05-05T22:41:00Z,Detroit Tigers,Boston Red Sox,-1.5,135,1.5,-160,-1.5,135,1.5,-155,-1.5,130,1.5,-162,-1.5,135,1.5,-155,-1.5,130,1.5,-150,-1.5,129,1.5,-156,-1.5,126,1.5,-152,-1.5,136,1.5,-154,-1.5,136,1.5,-156
2026-05-05,d0147770323bf6c913a672f31ac49256,2026-05-05T22:41:00Z,Tampa Bay Rays,Toronto Blue Jays,1.5,-225,-1.5,170,-1.5,165,1.5,-190,-1.5,180,1.5,-235,-1.5,164,1.5,-190,-1.5,170,1.5,-200,-1.5,169,1.5,-207,-1.5,168,1.5,-205,-1.5,166,1.5,-190,-1.5,160,1.5,-200
2026-05-05,d1bb060e1d2465b94fde23b308c82f30,2026-05-05T22:46:00Z,Washington Nationals,Minnesota Twins,1.5,-180,-1.5,145,-1.5,180,1.5,-210,1.5,-167,-1.5,135,-1.5,180,1.5,-210,1.5,-170,-1.5,145,1.5,-155,-1.5,128,1.5,-152,-1.5,126,-1.5,182,1.5,-209,1.5,-170,-1.5,145
2026-05-05,642027e0dc5d6fe0e383f9c8b6453d6c,2026-05-05T23:06:00Z,New York Yankees,Texas Rangers,-1.5,160,1.5,-210,-1.5,166,1.5,-191,-1.5,165,1.5,-210,-1.5,164,1.5,-190,-1.5,165,1.5,-195,1.5,-192,-1.5,158,-1.5,164,1.5,-200,-1.5,167,1.5,-191,-1.5,155,1.5,-190
2026-05-05,7cdd4e1d6b845aedaf71e33a78a0f164,2026-05-05T23:40:00Z,Chicago Cubs,Cincinnati Reds,-1.5,135,1.5,-160,-1.5,140,1.5,-160,-1.5,140,1.5,-175,-1.5,135,1.5,-155,-1.5,130,1.5,-150,-1.5,129,1.5,-156,-1.5,132,1.5,-160,-1.5,141,1.5,-160,-1.5,136,1.5,-156
2026-05-05,725a2bc29fdee3828f24905b97afda08,2026-05-05T23:41:00Z,Kansas City Royals,Cleveland Guardians,1.5,-170,-1.5,140,1.5,-160,-1.5,140,1.5,-175,-1.5,140,1.5,-160,-1.5,140,1.5,-165,-1.5,140,1.5,-168,-1.5,139,1.5,-162,-1.5,134,1.5,-160,-1.5,141,1.5,-163,-1.5,140
2026-05-05,4f532987fa9021753e499704cc1998d0,2026-05-05T23:46:00Z,St. Louis Cardinals,Milwaukee Brewers,1.5,-190,-1.5,155,-1.5,186,1.5,-220,1.5,-205,-1.5,160,-1.5,188,1.5,-220,-1.5,190,1.5,-230,1.5,-177,-1.5,146,1.5,-200,-1.5,164,-1.5,189,1.5,-218,,,,
2026-05-05,6ce90524a09ef856d3a08a7038715209,2026-05-06T00:11:00Z,Houston Astros,Los Angeles Dodgers,1.5,115,-1.5,-135,1.5,111,-1.5,-131,1.5,105,-1.5,-130,1.5,110,-1.5,-130,1.5,120,-1.5,-140,1.5,109,-1.5,-131,1.5,106,-1.5,-128,1.5,114,-1.5,-129,1.5,112,-1.5,-132
2026-05-05,6a03ee8f26eea9160cbb5d12946cb37c,2026-05-06T00:41:00Z,Colorado Rockies,New York Mets,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-115,-1.5,-108,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-115,-1.5,-104,1.5,-112,-1.5,-102,1.5,-120,-1.5,100
2026-05-05,a3d49ab06b3c4cfdcaeec1ee6be2c11f,2026-05-06T01:39:00Z,Los Angeles Angels,Chicago White Sox,1.5,-190,-1.5,155,-1.5,177,1.5,-204,1.5,-200,-1.5,160,-1.5,176,1.5,-205,-1.5,175,1.5,-210,1.5,-177,-1.5,145,1.5,-205,-1.5,168,-1.5,178,1.5,-203,1.5,-175,-1.5,147
2026-05-05,8ce45c11dc2d0ef2edaaf6ecd5f2b8ff,2026-05-06T01:41:00Z,Arizona Diamondbacks,Pittsburgh Pirates,-1.5,145,1.5,-175,-1.5,149,1.5,-170,-1.5,160,1.5,-200,-1.5,148,1.5,-170,-1.5,155,1.5,-180,-1.5,144,1.5,-175,-1.5,146,1.5,-178,-1.5,150,1.5,-170,-1.5,142,1.5,-164
2026-05-05,732ae7d99e94ec771af4f2525709bb66,2026-05-06T01:41:00Z,Seattle Mariners,Atlanta Braves,,,,,-1.5,157,1.5,-180,-1.5,163,1.5,-205,-1.5,156,1.5,-180,-1.5,160,1.5,-185,-1.5,159,1.5,-194,-1.5,152,1.5,-184,-1.5,158,1.5,-180,-1.5,163,1.5,-200
2026-05-05,90becb516bb091bc1f699dadd4f5e4ef,2026-05-06T01:46:00Z,San Francisco Giants,San Diego Padres,-1.5,170,1.5,-210,-1.5,161,1.5,-185,-1.5,175,1.5,-230,-1.5,164,1.5,-190,-1.5,165,1.5,-195,-1.5,159,1.5,-194,-1.5,152,1.5,-184,-1.5,162,1.5,-185,-1.5,155,1.5,-185
