date,game_id,commence_time,home_team,away_team,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price
2026-07-15,7ad2e88701ead09625333188a5b653b2,2026-07-16T23:11:00Z,Philadelphia Phillies,New York Mets,-1.5,153,1.5,-175,-1.5,150,1.5,-182,-1.5,154,1.5,-175
