date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-06-07,2fa5ef491316d397d3641327715fc999,2026-06-07T17:36:00Z,Atlanta Braves,Pittsburgh Pirates,-1.5,125,1.5,-155,-1.5,130,1.5,-150,-1.5,125,1.5,-155,-1.5,130,1.5,-150,-1.5,125,1.5,-145,-1.5,129,1.5,-156,-1.5,126,1.5,-152,-1.5,132,1.5,-149,-1.5,131,1.5,-154
2026-06-07,d8f8c8a1937664863c010e3ed30af57c,2026-06-07T17:36:00Z,New York Yankees,Boston Red Sox,-1.5,140,1.5,-170,-1.5,145,1.5,-165,-1.5,140,1.5,-175,-1.5,144,1.5,-165,-1.5,140,1.5,-165,-1.5,140,1.5,-170,-1.5,136,1.5,-164,-1.5,146,1.5,-165,-1.5,138,1.5,-164
2026-06-07,0bdd39d18462b55a70fafde517bc6ca1,2026-06-07T17:36:00Z,Philadelphia Phillies,Chicago White Sox,-1.5,125,1.5,-150,-1.5,125,1.5,-145,-1.5,120,1.5,-150,-1.5,125,1.5,-145,-1.5,120,1.5,-140,-1.5,118,1.5,-143,-1.5,118,1.5,-142,-1.5,127,1.5,-143,-1.5,123,1.5,-145
2026-06-07,3d2680b101156644bd740ee00cddcd46,2026-06-07T17:38:00Z,Toronto Blue Jays,Baltimore Orioles,-1.5,155,1.5,-190,-1.5,157,1.5,-179,-1.5,155,1.5,-195,-1.5,164,1.5,-190,-1.5,155,1.5,-180,-1.5,152,1.5,-185,-1.5,152,1.5,-184,-1.5,158,1.5,-179,-1.5,154,1.5,-183
2026-06-07,738208242f58cba159d52d334814af73,2026-06-07T17:41:00Z,Detroit Tigers,Seattle Mariners,1.5,-200,-1.5,165,-1.5,177,1.5,-205,1.5,-186,-1.5,148,-1.5,176,1.5,-205,-1.5,185,1.5,-225,1.5,-191,-1.5,157,1.5,-194,-1.5,160,-1.5,179,1.5,-204,1.5,-194,-1.5,164
2026-06-07,e451f91d5136c67ae9baf916ea5c9039,2026-06-07T17:41:00Z,Miami Marlins,Tampa Bay Rays,1.5,-185,-1.5,150,1.5,-173,-1.5,152,1.5,-182,-1.5,145,1.5,-175,-1.5,152,1.5,-180,-1.5,155,1.5,-186,-1.5,153,1.5,-182,-1.5,150,1.5,-173,-1.5,153,1.5,-176,-1.5,149
2026-06-07,9934c1a26e4ea8fd52a5c95fd4b8265f,2026-06-07T18:11:00Z,Houston Astros,Athletics,1.5,-185,-1.5,150,-1.5,175,1.5,-202,1.5,-186,-1.5,145,-1.5,180,1.5,-210,-1.5,180,1.5,-220,1.5,-174,-1.5,144,1.5,-178,-1.5,146,-1.5,176,1.5,-201,1.5,-172,-1.5,146
2026-06-07,ccb347397333b0c30d985a020c0953ac,2026-06-07T18:11:00Z,Minnesota Twins,Kansas City Royals,,,,,1.5,-170,-1.5,149,1.5,-182,-1.5,145,1.5,-170,-1.5,148,1.5,-170,-1.5,145,1.5,-175,-1.5,144,1.5,-164,-1.5,136,1.5,-170,-1.5,150,1.5,-172,-1.5,146
2026-06-07,ebca3c98273fd731f8092f851e3fb56b,2026-06-07T18:16:00Z,St. Louis Cardinals,Cincinnati Reds,-1.5,135,1.5,-165,-1.5,133,1.5,-153,-1.5,140,1.5,-175,-1.5,135,1.5,-155,-1.5,135,1.5,-160,-1.5,134,1.5,-162,-1.5,140,1.5,-170,-1.5,134,1.5,-152,-1.5,139,1.5,-163
2026-06-07,8f9a46bf21cc1c96a58597c21485a1b2,2026-06-07T18:36:00Z,Texas Rangers,Cleveland Guardians,-1.5,155,1.5,-190,-1.5,157,1.5,-179,-1.5,150,1.5,-190,-1.5,156,1.5,-180,-1.5,155,1.5,-180,-1.5,153,1.5,-186,-1.5,152,1.5,-184,-1.5,158,1.5,-179,-1.5,151,1.5,-182
2026-06-07,83ffce787c60a2fcb9c044c111a88c98,2026-06-07T19:11:00Z,Colorado Rockies,Milwaukee Brewers,1.5,105,-1.5,-130,1.5,108,-1.5,-128,1.5,102,-1.5,-127,1.5,105,-1.5,-125,1.5,110,-1.5,-130,1.5,105,-1.5,-126,1.5,100,-1.5,-120,1.5,111,-1.5,-126,1.5,109,-1.5,-128
2026-06-07,4f38f470bd9dc6ce580de50246cf1ede,2026-06-07T19:16:00Z,Arizona Diamondbacks,Washington Nationals,-1.5,155,1.5,-190,-1.5,160,1.5,-183,-1.5,160,1.5,-200,-1.5,160,1.5,-185,-1.5,160,1.5,-185,-1.5,157,1.5,-191,-1.5,162,1.5,-196,-1.5,161,1.5,-183,-1.5,153,1.5,-180
2026-06-07,9ee9abd5a130bbc1df0aa293e85fa86f,2026-06-07T20:11:00Z,Los Angeles Dodgers,Los Angeles Angels,-1.5,-110,1.5,-110,-1.5,-109,1.5,-111,-1.5,-104,1.5,-120,-1.5,-110,1.5,-110,-1.5,-110,1.5,-110,-1.5,-105,1.5,-115,-1.5,-102,1.5,-118,-1.5,-106,1.5,-108,-1.5,-103,1.5,-113
2026-06-07,d35c4e7b67d33e51216fcf0a6a4c59cd,2026-06-07T20:11:00Z,San Diego Padres,New York Mets,1.5,-185,-1.5,150,1.5,-180,-1.5,157,1.5,-186,-1.5,150,1.5,-180,-1.5,156,1.5,-180,-1.5,155,1.5,-186,-1.5,153,1.5,-184,-1.5,152,1.5,-180,-1.5,158,1.5,-184,-1.5,155
2026-06-07,9e3c4b483a958d796d22ec1a44585e9d,2026-06-08T00:31:00Z,Chicago Cubs,San Francisco Giants,-1.5,165,1.5,-200,-1.5,168,1.5,-193,-1.5,170,1.5,-225,-1.5,172,1.5,-200,-1.5,165,1.5,-195,-1.5,167,1.5,-204,-1.5,168,1.5,-205,-1.5,169,1.5,-193,-1.5,164,1.5,-205
