date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-04-13,d10f53a6fb57a00a4e08f7d5fe1d10de,Seattle Mariners,Houston Astros,-1.5,125,1.5,-150,-1.5,127,1.5,-147,-1.5,128,1.5,-159,-1.5,125,1.5,-145,-1.5,135,1.5,-160,-1.5,123,1.5,-149,-1.5,126,1.5,-152,-1.5,129,1.5,-146,-1.5,128,1.5,-156
2026-04-13,f0a7004057c75d3a27566a9cadac71de,Baltimore Orioles,Arizona Diamondbacks,-1.5,155,1.5,-190,-1.5,161,1.5,-185,-1.5,155,1.5,-195,-1.5,164,1.5,-190,-1.5,160,1.5,-185,-1.5,159,1.5,-194,-1.5,158,1.5,-192,-1.5,162,1.5,-185,-1.5,158,1.5,-198
2026-04-13,dcb7f3b019ab5e225b354b9e8c2b291e,Philadelphia Phillies,Chicago Cubs,-1.5,115,1.5,-135,-1.5,120,1.5,-140,-1.5,120,1.5,-150,-1.5,120,1.5,-140,-1.5,120,1.5,-140,-1.5,113,1.5,-136,-1.5,118,1.5,-142,-1.5,122,1.5,-138,-1.5,115,1.5,-141
2026-04-13,df0e15c1b18c2572248e1e6fa22b5271,Pittsburgh Pirates,Washington Nationals,-1.5,100,1.5,-120,-1.5,101,1.5,-121,-1.5,102,1.5,-125,-1.5,100,1.5,-120,-1.5,105,1.5,-125,-1.5,102,1.5,-122,-1.5,102,1.5,-122,-1.5,104,1.5,-118,-1.5,100,1.5,-121
2026-04-13,41cfc5f9fbe204005b41506b477dbe2a,New York Yankees,Los Angeles Angels,-1.5,105,1.5,-130,-1.5,100,1.5,-120,-1.5,104,1.5,-129,-1.5,100,1.5,-120,-1.5,100,1.5,-120,-1.5,102,1.5,-122,-1.5,-102,1.5,-118,-1.5,103,1.5,-117,-1.5,100,1.5,-122
2026-04-13,eb7b6453caa8162c84f45e9a1f779847,Atlanta Braves,Miami Marlins,-1.5,150,1.5,-185,-1.5,142,1.5,-162,-1.5,135,1.5,-167,-1.5,140,1.5,-160,-1.5,140,1.5,-165,-1.5,139,1.5,-168,-1.5,142,1.5,-172,-1.5,143,1.5,-162,-1.5,136,1.5,-167
2026-04-13,d68d87788cfa956ebee8d3a758c79ff0,Minnesota Twins,Boston Red Sox,,,,,1.5,-130,-1.5,110,1.5,-134,-1.5,108,1.5,-130,-1.5,110,1.5,-135,-1.5,115,1.5,-131,-1.5,109,1.5,-125,-1.5,104,1.5,-128,-1.5,113,1.5,-130,-1.5,106
2026-04-13,970acfb69adcb4bf8fc9ce89662aa43e,St. Louis Cardinals,Cleveland Guardians,1.5,-180,-1.5,145,1.5,-163,-1.5,143,1.5,-177,-1.5,140,1.5,-165,-1.5,144,1.5,-170,-1.5,145,1.5,-168,-1.5,139,1.5,-178,-1.5,146,1.5,-163,-1.5,144,1.5,-177,-1.5,142
2026-04-13,a5f186ae13718f117194fdc34bae1f01,Athletics,Texas Rangers,1.5,-150,-1.5,125,1.5,-159,-1.5,139,1.5,-155,-1.5,125,1.5,-160,-1.5,140,1.5,-160,-1.5,135,1.5,-163,-1.5,135,1.5,-156,-1.5,130,1.5,-158,-1.5,140,1.5,-161,-1.5,131
2026-04-13,af4723d660204fd1fb7719261eb7f74b,Los Angeles Dodgers,New York Mets,-1.5,125,1.5,-150,-1.5,118,1.5,-138,-1.5,120,1.5,-150,-1.5,120,1.5,-140,-1.5,120,1.5,-140,-1.5,119,1.5,-143,-1.5,115,1.5,-138,-1.5,120,1.5,-136,-1.5,117,1.5,-144
