date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-04-30,7760595a4e43ffc332f44c4146b7c5ef,2026-04-29T22:41:00Z,Cincinnati Reds,Colorado Rockies,4.5,-155,-4.5,120,,,,,4.0,-129,-4.0,-109,,,,,4.5,-120,-4.5,-110,3.5,104,-3.5,-136,3.5,108,-3.5,-144,,,,,4.5,-118,-4.5,-118
2026-04-30,e837e7b2a838ec74034cfbc99b119fb2,2026-04-29T22:41:00Z,Pittsburgh Pirates,St. Louis Cardinals,1.5,125,-1.5,-160,,,,,2.0,-148,-2.0,107,,,,,2.0,-135,-2.0,105,2.5,-163,-2.5,125,1.5,122,-1.5,-162,,,,,1.5,120,-1.5,-167
2026-04-30,8fd17a4be77506eba9c4446e52b3ce71,2026-04-29T23:11:00Z,New York Mets,Washington Nationals,7.5,-110,-7.5,-115,,,,,7.5,-127,-7.5,-108,,,,,3.0,-125,-3.0,-105,7.5,-102,-7.5,-128,7.5,-108,-7.5,-122,,,,,2.5,110,-2.5,-154
2026-04-30,68d4de1e01d8567e0d2e4a137d4b254b,2026-04-29T23:16:00Z,Atlanta Braves,Detroit Tigers,,,,,,,,,1.5,-129,-1.5,-107,,,,,1.0,-110,-1.0,-120,1.5,-187,-1.5,142,1.5,-172,-1.5,128,,,,,1.5,-167,-1.5,120
2026-04-30,dbb1f14488d5ad0f783dce845101d4c1,2026-04-29T23:41:00Z,Milwaukee Brewers,Arizona Diamondbacks,-1.5,-102,1.5,-125,,,,,-1.5,-117,1.5,-118,,,,,,,,,-1.5,-115,1.5,-113,-1.5,100,1.5,-132,,,,,-1.5,105,1.5,-143
2026-04-30,1893671667b0416333a1bb815e98c138,2026-04-30T01:41:00Z,Athletics,Kansas City Royals,1.5,-185,-1.5,150,-1.5,162,1.5,-186,-1.5,155,1.5,-200,-1.5,160,1.5,-185,-1.5,165,1.5,-195,1.5,-176,-1.5,145,1.5,-194,-1.5,158,-1.5,163,1.5,-186,1.5,-192,-1.5,154
2026-04-30,0abd6580f0a4c91cb98db1774d582be8,2026-04-30T16:16:00Z,Atlanta Braves,Detroit Tigers,,,,,-1.5,177,1.5,-205,1.5,-190,-1.5,150,,,,,,,,,1.5,-186,-1.5,153,1.5,-194,-1.5,160,-1.5,179,1.5,-204,,,,
2026-04-30,6f84f4f2e016877657f3d3ae23ce6760,2026-04-30T16:36:00Z,Baltimore Orioles,Houston Astros,,,,,,,,,1.5,-220,-1.5,165,,,,,,,,,,,,,1.5,-194,-1.5,160,,,,,,,,
2026-04-30,a43beaa62a7673615a11856370287f3b,2026-04-30T16:36:00Z,Pittsburgh Pirates,St. Louis Cardinals,-1.5,105,1.5,-125,-1.5,102,1.5,-122,-1.5,104,1.5,-129,,,,,,,,,-1.5,104,1.5,-126,-1.5,104,1.5,-125,-1.5,105,1.5,-119,,,,
2026-04-30,c229774bb80147623f1c232bad890e16,2026-04-30T16:41:00Z,Cincinnati Reds,Colorado Rockies,-1.5,125,1.5,-150,-1.5,118,1.5,-138,-1.5,123,1.5,-152,,,,,,,,,-1.5,119,1.5,-143,-1.5,120,1.5,-144,-1.5,120,1.5,-136,,,,
2026-04-30,d1e8ca71cf93b52520848723fb9b56a3,2026-04-30T17:11:00Z,New York Mets,Washington Nationals,-1.5,100,1.5,-120,-1.5,-105,1.5,-115,-1.5,102,1.5,-127,,,,,,,,,-1.5,-105,1.5,-115,-1.5,100,1.5,-120,-1.5,-102,1.5,-112,,,,
2026-04-30,e5babd0fb427836d74e73a544af17f39,2026-04-30T17:41:00Z,Milwaukee Brewers,Arizona Diamondbacks,-1.5,170,1.5,-210,-1.5,170,1.5,-195,1.5,-225,-1.5,170,,,,,,,,,1.5,-192,-1.5,158,-1.5,176,1.5,-215,-1.5,171,1.5,-195,,,,
2026-04-30,c31726958fc1b67f38d3673aa8931ab7,2026-04-30T19:06:00Z,Athletics,Kansas City Royals,-1.5,155,1.5,-190,-1.5,153,1.5,-175,-1.5,160,1.5,-200,,,,,,,,,1.5,-187,-1.5,154,-1.5,150,1.5,-182,-1.5,154,1.5,-175,,,,
2026-04-30,d90908eede84c449de24cbd9b202bcf7,2026-04-30T19:46:00Z,Baltimore Orioles,Houston Astros,,,,,,,,,,,,,,,,,,,,,,,,,-1.5,155,1.5,-188,,,,,,,,
2026-04-30,788f4dc2e6058c5b7725dafd62fd9b9d,2026-04-30T23:41:00Z,Minnesota Twins,Toronto Blue Jays,,,,,1.5,-155,-1.5,135,1.5,-148,-1.5,120,,,,,,,,,1.5,-156,-1.5,129,1.5,-152,-1.5,126,1.5,-154,-1.5,136,,,,
