date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-05-01,32248ad614446ff9ecba4120375bb93d,2026-05-01T18:21:00Z,Chicago Cubs,Arizona Diamondbacks,-1.5,150,1.5,-185,-1.5,145,1.5,-165,-1.5,143,1.5,-180,-1.5,144,1.5,-165,-1.5,145,1.5,-170,-1.5,144,1.5,-175,-1.5,146,1.5,-176,-1.5,146,1.5,-165,-1.5,136,1.5,-169
2026-05-01,eb5e5ee05cf9e2c9e3df8f51d9835b52,2026-05-01T22:41:00Z,Detroit Tigers,Texas Rangers,1.5,-200,-1.5,165,-1.5,177,1.5,-205,1.5,-215,-1.5,165,-1.5,176,1.5,-205,-1.5,180,1.5,-220,1.5,-190,-1.5,156,1.5,-194,-1.5,160,-1.5,179,1.5,-204,1.5,-196,-1.5,159
2026-05-01,f9bc114c35828121793d26f1d0d40338,2026-05-01T22:46:00Z,Pittsburgh Pirates,Cincinnati Reds,-1.5,165,1.5,-200,-1.5,158,1.5,-181,-1.5,155,1.5,-195,-1.5,156,1.5,-180,-1.5,160,1.5,-185,-1.5,159,1.5,-194,-1.5,158,1.5,-192,-1.5,159,1.5,-181,-1.5,147,1.5,-182
2026-05-01,a469364d09b62046dd2c9d0acf413e9b,2026-05-01T22:46:00Z,Washington Nationals,Milwaukee Brewers,1.5,-125,-1.5,105,1.5,-129,-1.5,109,1.5,-134,-1.5,108,1.5,-130,-1.5,110,1.5,-130,-1.5,110,1.5,-131,-1.5,109,1.5,-128,-1.5,108,1.5,-127,-1.5,112,1.5,-133,-1.5,109
2026-05-01,f451d4c00cab2b041332088186c10c3c,2026-05-01T23:06:00Z,New York Yankees,Baltimore Orioles,-1.5,115,1.5,-140,-1.5,112,1.5,-132,-1.5,120,1.5,-148,-1.5,110,1.5,-130,-1.5,115,1.5,-135,-1.5,113,1.5,-136,-1.5,114,1.5,-137,-1.5,115,1.5,-130,-1.5,110,1.5,-136
2026-05-01,71bed1a7ce55f688df69c714d2376fe7,2026-05-01T23:11:00Z,Boston Red Sox,Houston Astros,-1.5,160,1.5,-210,-1.5,161,1.5,-185,-1.5,160,1.5,-200,-1.5,168,1.5,-195,-1.5,165,1.5,-195,1.5,-191,-1.5,157,1.5,-200,-1.5,164,-1.5,162,1.5,-185,-1.5,151,1.5,-189
2026-05-01,224916189ace451ec4c3a758ac5d3b0d,2026-05-01T23:11:00Z,Miami Marlins,Philadelphia Phillies,1.5,-170,-1.5,140,1.5,-165,-1.5,145,1.5,-167,-1.5,135,1.5,-165,-1.5,144,1.5,-165,-1.5,140,1.5,-168,-1.5,139,1.5,-178,-1.5,146,1.5,-165,-1.5,146,1.5,-171,-1.5,139
2026-05-01,5c57e8c626d8c6627101848a75f83307,2026-05-01T23:11:00Z,Tampa Bay Rays,San Francisco Giants,-1.5,155,1.5,-190,-1.5,149,1.5,-170,-1.5,160,1.5,-200,-1.5,148,1.5,-170,-1.5,150,1.5,-175,-1.5,144,1.5,-175,-1.5,146,1.5,-178,-1.5,150,1.5,-170,-1.5,139,1.5,-172
2026-05-01,d4c3dbfeab9d45e50dea2e86b3da477a,2026-05-02T00:11:00Z,Minnesota Twins,Toronto Blue Jays,,,,,-1.5,183,1.5,-215,1.5,-186,-1.5,150,-1.5,180,1.5,-210,-1.5,185,1.5,-225,1.5,-170,-1.5,141,1.5,-194,-1.5,160,-1.5,185,1.5,-213,1.5,-176,-1.5,142
2026-05-01,4331dd522336be02de34b61018be0cc9,2026-05-02T00:16:00Z,St. Louis Cardinals,Los Angeles Dodgers,1.5,-110,-1.5,-110,1.5,-113,-1.5,-107,1.5,-114,-1.5,-109,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-115,-1.5,-104,1.5,-110,-1.5,-104,1.5,-121,-1.5,100
2026-05-01,6f2e9ec22774fd2d53ca6ed64f1ec7e5,2026-05-02T00:41:00Z,Colorado Rockies,Atlanta Braves,2.5,-135,-2.5,110,1.5,103,-1.5,-123,1.5,102,-1.5,-125,1.5,105,-1.5,-125,1.5,100,-1.5,-120,1.5,102,-1.5,-122,1.5,-102,-1.5,-118,1.5,106,-1.5,-120,1.5,-102,-1.5,-120
