date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-05-18,60ea4be5f7a9bd97fd35cbbbe9e208fa,2026-05-18T22:41:00Z,Miami Marlins,Atlanta Braves,1.5,-190,-1.5,155,-1.5,180,1.5,-210,1.5,-195,-1.5,155,-1.5,180,1.5,-210,-1.5,180,1.5,-220,1.5,-174,-1.5,143,1.5,-192,-1.5,158,-1.5,182,1.5,-209,1.5,-181,-1.5,146
2026-05-18,5d7782b4079153d44f30c8b3b9ccf495,2026-05-18T22:41:00Z,Tampa Bay Rays,Baltimore Orioles,-1.5,150,1.5,-185,-1.5,153,1.5,-175,-1.5,140,1.5,-177,-1.5,152,1.5,-175,-1.5,140,1.5,-165,-1.5,148,1.5,-180,-1.5,152,1.5,-184,-1.5,154,1.5,-175,-1.5,146,1.5,-180
2026-05-18,0659b2fd47b200a2c0fe612b8a32e5b1,2026-05-18T22:41:00Z,Philadelphia Phillies,Cincinnati Reds,-1.5,145,1.5,-180,-1.5,153,1.5,-175,1.5,-205,-1.5,160,-1.5,152,1.5,-175,-1.5,155,1.5,-180,1.5,-186,-1.5,153,-1.5,158,1.5,-192,-1.5,154,1.5,-175,-1.5,145,1.5,-179
2026-05-18,6990aa317792d95bc36b258c5662a9b4,2026-05-18T22:41:00Z,Detroit Tigers,Cleveland Guardians,-1.5,145,1.5,-175,-1.5,149,1.5,-170,-1.5,140,1.5,-175,-1.5,148,1.5,-170,-1.5,140,1.5,-165,-1.5,141,1.5,-171,-1.5,136,1.5,-164,-1.5,150,1.5,-170,-1.5,140,1.5,-175
2026-05-18,8bf07e3c1ae5450be5661196332a989f,2026-05-18T22:46:00Z,Washington Nationals,New York Mets,1.5,-140,-1.5,115,1.5,-135,-1.5,115,1.5,-132,-1.5,107,1.5,-135,-1.5,115,1.5,-135,-1.5,115,1.5,-136,-1.5,113,1.5,-137,-1.5,114,1.5,-133,-1.5,118,1.5,-130,-1.5,107
2026-05-18,13038bc4537d05af00935232c7a96b21,2026-05-18T23:06:00Z,New York Yankees,Toronto Blue Jays,-1.5,115,1.5,-140,-1.5,115,1.5,-135,-1.5,105,1.5,-130,-1.5,115,1.5,-135,-1.5,115,1.5,-135,-1.5,114,1.5,-138,-1.5,108,1.5,-130,-1.5,118,1.5,-133,-1.5,119,1.5,-145
2026-05-18,82ca2e0ae47260f1183ee3abf8a69169,2026-05-18T23:41:00Z,Kansas City Royals,Boston Red Sox,1.5,-175,-1.5,145,1.5,-165,-1.5,145,1.5,-177,-1.5,143,1.5,-165,-1.5,144,1.5,-170,-1.5,145,1.5,-170,-1.5,140,1.5,-176,-1.5,146,1.5,-165,-1.5,146,1.5,-174,-1.5,141
2026-05-18,a18a19981ef7d4e6c9f6244dc08e597a,2026-05-18T23:41:00Z,Chicago Cubs,Milwaukee Brewers,-1.5,110,1.5,-130,-1.5,112,1.5,-132,-1.5,123,1.5,-155,-1.5,110,1.5,-130,-1.5,110,1.5,-130,-1.5,113,1.5,-136,-1.5,116,1.5,-140,-1.5,115,1.5,-130,-1.5,112,1.5,-137
2026-05-18,42fd4ebc22c3536132b84d9c0a55ef29,2026-05-18T23:41:00Z,Minnesota Twins,Houston Astros,,,,,-1.5,170,1.5,-195,1.5,-200,-1.5,160,-1.5,168,1.5,-195,-1.5,170,1.5,-200,1.5,-170,-1.5,140,1.5,-184,-1.5,152,-1.5,171,1.5,-195,1.5,-190,-1.5,153
2026-05-18,13c307bac70250bed56ce2a649cc492e,2026-05-19T00:41:00Z,Colorado Rockies,Texas Rangers,1.5,-125,-1.5,105,1.5,-124,-1.5,104,1.5,-129,-1.5,104,1.5,-125,-1.5,105,1.5,-120,-1.5,100,1.5,-123,-1.5,102,1.5,-128,-1.5,106,1.5,-121,-1.5,107,1.5,-130,-1.5,107
