date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-06-06,5d56d7bc8e07f9dd9a440c554bcaba58,2026-06-06T17:11:00Z,Detroit Tigers,Seattle Mariners,1.5,-155,-1.5,125,1.5,-153,-1.5,133,1.5,-150,-1.5,120,1.5,-155,-1.5,135,1.5,-150,-1.5,130,1.5,-155,-1.5,128,1.5,-152,-1.5,126,1.5,-152,-1.5,134,1.5,-150,-1.5,127
2026-06-06,ed237b95b2bcbe6bc050a75bcf54cf3b,2026-06-06T18:10:00Z,Minnesota Twins,Kansas City Royals,-1.5,140,1.5,-170,-1.5,145,1.5,-165,-1.5,155,1.5,-200,-1.5,144,1.5,-165,-1.5,145,1.5,-170,-1.5,140,1.5,-170,-1.5,142,1.5,-172,-1.5,146,1.5,-165,-1.5,136,1.5,-161
2026-06-06,c516931bbaf1d49406d58e749625e96a,2026-06-06T18:16:00Z,St. Louis Cardinals,Cincinnati Reds,-1.5,155,1.5,-190,-1.5,157,1.5,-180,-1.5,165,1.5,-210,-1.5,156,1.5,-180,-1.5,165,1.5,-195,-1.5,157,1.5,-191,-1.5,162,1.5,-196,-1.5,158,1.5,-180,-1.5,154,1.5,-183
2026-06-06,bad30008f1838625ea9ec0604b8cf654,2026-06-06T18:21:00Z,Chicago Cubs,San Francisco Giants,-1.5,135,1.5,-165,-1.5,137,1.5,-157,-1.5,135,1.5,-167,-1.5,135,1.5,-155,-1.5,140,1.5,-165,-1.5,134,1.5,-162,-1.5,136,1.5,-164,-1.5,138,1.5,-156,-1.5,138,1.5,-162
2026-06-06,04cfcf1a98897aadad3afc57427fa4e6,2026-06-06T19:08:00Z,Toronto Blue Jays,Baltimore Orioles,1.5,-180,-1.5,145,1.5,-170,-1.5,149,1.5,-182,-1.5,145,1.5,-170,-1.5,148,1.5,-180,-1.5,155,1.5,-181,-1.5,149,1.5,-184,-1.5,152,1.5,-170,-1.5,150,1.5,-183,-1.5,154
2026-06-06,3cc24e5cbd47294ce618f37fb85b6a6b,2026-06-06T20:06:00Z,Philadelphia Phillies,Chicago White Sox,-1.5,140,1.5,-170,-1.5,145,1.5,-165,-1.5,145,1.5,-182,-1.5,144,1.5,-165,-1.5,150,1.5,-175,-1.5,144,1.5,-175,-1.5,136,1.5,-164,-1.5,146,1.5,-165,-1.5,144,1.5,-172
2026-06-06,12e9673a50b71007f4d04bea97e64990,2026-06-06T20:11:00Z,Arizona Diamondbacks,Washington Nationals,-1.5,135,1.5,-165,-1.5,135,1.5,-155,-1.5,135,1.5,-175,-1.5,135,1.5,-155,-1.5,140,1.5,-165,-1.5,133,1.5,-161,-1.5,136,1.5,-164,-1.5,136,1.5,-154,-1.5,137,1.5,-163
2026-06-06,783be51e9db5eba2f77fc312ba878c7e,2026-06-06T20:11:00Z,Houston Astros,Athletics,-1.5,150,1.5,-185,-1.5,155,1.5,-177,1.5,-200,-1.5,160,-1.5,156,1.5,-180,1.5,-210,-1.5,175,1.5,-188,-1.5,155,1.5,-200,-1.5,164,-1.5,156,1.5,-177,-1.5,157,1.5,-187
2026-06-06,aaa4e34cd89fc75466e96cf44f14850e,2026-06-06T20:11:00Z,Atlanta Braves,Pittsburgh Pirates,,,,,-1.5,174,1.5,-200,1.5,-200,-1.5,160,-1.5,172,1.5,-200,-1.5,170,1.5,-200,1.5,-188,-1.5,155,1.5,-196,-1.5,162,-1.5,175,1.5,-200,1.5,-183,-1.5,154
2026-06-06,69038edf917dfe72c5e20312decc16b1,2026-06-06T20:11:00Z,Miami Marlins,Tampa Bay Rays,1.5,-155,-1.5,125,1.5,-154,-1.5,134,1.5,-159,-1.5,125,1.5,-150,-1.5,130,1.5,-150,-1.5,130,1.5,-156,-1.5,129,1.5,-154,-1.5,128,1.5,-153,-1.5,135,1.5,-148,-1.5,126
