date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-06-26,fadbcf06dc34a35aa764217449eed0bc,2026-06-26T22:41:00Z,Pittsburgh Pirates,Cincinnati Reds,-1.5,110,1.5,-135,-1.5,110,1.5,-130,-1.5,114,1.5,-139,-1.5,110,1.5,-130,-1.5,115,1.5,-135,-1.5,109,1.5,-132,-1.5,116,1.5,-140,-1.5,113,1.5,-128,-1.5,110,1.5,-129
2026-06-26,a46f3826966d75bbba418ffa315da7a1,2026-06-26T22:41:00Z,Detroit Tigers,Houston Astros,1.5,-190,-1.5,154,-1.5,174,1.5,-200,1.5,-220,-1.5,170,-1.5,172,1.5,-200,-1.5,175,1.5,-210,1.5,-192,-1.5,157,1.5,-192,-1.5,158,-1.5,175,1.5,-200,1.5,-184,-1.5,155
2026-06-26,b15cd27ee7dc82b2fdc7120117c7573d,2026-06-26T23:06:00Z,Baltimore Orioles,Washington Nationals,-1.5,140,1.5,-170,-1.5,140,1.5,-160,-1.5,140,1.5,-175,-1.5,140,1.5,-160,-1.5,150,1.5,-175,-1.5,141,1.5,-171,-1.5,146,1.5,-176,-1.5,141,1.5,-160,-1.5,138,1.5,-163
2026-06-26,08d5e50d378787386a6a9d0b98f7d662,2026-06-26T23:08:00Z,Toronto Blue Jays,Texas Rangers,1.5,-175,-1.5,145,1.5,-170,-1.5,149,1.5,-195,-1.5,155,1.5,-170,-1.5,148,1.5,-170,-1.5,145,1.5,-175,-1.5,144,1.5,-176,-1.5,146,1.5,-170,-1.5,150,1.5,-166,-1.5,141
2026-06-26,cf96e2e47e38bb6769a2000cd23b871b,2026-06-26T23:10:00Z,Tampa Bay Rays,Arizona Diamondbacks,-1.5,150,1.5,-185,-1.5,156,1.5,-178,-1.5,160,1.5,-200,-1.5,148,1.5,-170,-1.5,145,1.5,-170,-1.5,148,1.5,-180,-1.5,158,1.5,-192,-1.5,157,1.5,-178,-1.5,142,1.5,-168
2026-06-26,6eb5de1ab0595da964b22b0fc847fbc1,2026-06-26T23:11:00Z,Boston Red Sox,New York Yankees,1.5,-165,-1.5,135,1.5,-160,-1.5,140,1.5,-180,-1.5,143,1.5,-160,-1.5,140,1.5,-170,-1.5,145,1.5,-163,-1.5,135,1.5,-170,-1.5,140,1.5,-160,-1.5,141,1.5,-165,-1.5,140
2026-06-26,9637bef3da89f22340fc6ea44bfe91b4,2026-06-26T23:11:00Z,Cleveland Guardians,Seattle Mariners,1.5,-190,-1.5,155,-1.5,186,1.5,-220,1.5,-205,-1.5,163,-1.5,188,1.5,-220,1.5,-185,-1.5,160,1.5,-188,-1.5,155,1.5,-192,-1.5,158,-1.5,189,1.5,-218,1.5,-186,-1.5,156
2026-06-26,f950765d2ab77ff856b7643ec5cd880c,2026-06-26T23:11:00Z,New York Mets,Philadelphia Phillies,1.5,-125,-1.5,105,1.5,-123,-1.5,103,1.5,-129,-1.5,104,1.5,-125,-1.5,105,1.5,-125,-1.5,105,1.5,-123,-1.5,102,1.5,-130,-1.5,108,1.5,-120,-1.5,106,1.5,-121,-1.5,103
2026-06-26,fbe3805ebed0daf92e6e43ccfc287b96,2026-06-26T23:41:00Z,Chicago White Sox,Kansas City Royals,-1.5,154,1.5,-190,-1.5,160,1.5,-183,-1.5,155,1.5,-195,-1.5,160,1.5,-185,-1.5,160,1.5,-185,-1.5,157,1.5,-191,-1.5,158,1.5,-192,-1.5,161,1.5,-183,-1.5,158,1.5,-188
2026-06-26,f2bbab66ff28ba66910103ce8596b5bc,2026-06-26T23:46:00Z,Milwaukee Brewers,Chicago Cubs,-1.5,-115,1.5,-105,-1.5,-117,1.5,-103,-1.5,-118,1.5,-105,-1.5,-115,1.5,-105,-1.5,-115,1.5,-105,-1.5,-115,1.5,-104,-1.5,-115,1.5,-104,-1.5,-114,1.5,100,-1.5,-112,1.5,-104
