date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-06-30,fc7f74688fa7a695570c6e2a546a1b4c,2026-06-30T22:36:00Z,Baltimore Orioles,Chicago White Sox,-1.5,135,1.5,-160,-1.5,140,1.5,-160,-1.5,135,1.5,-167,-1.5,140,1.5,-160,-1.5,140,1.5,-165,-1.5,135,1.5,-163,-1.5,142,1.5,-172,-1.5,141,1.5,-160,-1.5,140,1.5,-165
2026-06-30,0673c603ed95036d0dd89744802e018b,2026-06-30T22:41:00Z,Cleveland Guardians,Texas Rangers,1.5,-170,-1.5,140,1.5,-165,-1.5,145,1.5,-175,-1.5,140,1.5,-165,-1.5,144,1.5,-170,-1.5,145,1.5,-171,-1.5,141,1.5,-162,-1.5,134,1.5,-165,-1.5,146,1.5,-171,-1.5,145
2026-06-30,f62667265f8ded9cddabcc82eecfb2a4,2026-06-30T22:41:00Z,Philadelphia Phillies,Pittsburgh Pirates,-1.5,-105,1.5,-115,-1.5,-104,1.5,-116,-1.5,-108,1.5,-115,-1.5,-105,1.5,-115,-1.5,-105,1.5,-115,-1.5,-106,1.5,-113,-1.5,-104,1.5,-115,-1.5,-101,1.5,-113,-1.5,100,1.5,-117
2026-06-30,5ee2ae64246b36c95376f981cb3551da,2026-06-30T23:06:00Z,New York Yankees,Detroit Tigers,-1.5,170,1.5,-210,-1.5,177,1.5,-205,-1.5,175,1.5,-225,-1.5,176,1.5,-205,-1.5,170,1.5,-200,-1.5,169,1.5,-207,1.5,-220,-1.5,180,-1.5,179,1.5,-204,-1.5,171,1.5,-204
2026-06-30,d394e34530919df3f80263c0e0176924,2026-06-30T23:08:00Z,Toronto Blue Jays,New York Mets,-1.5,170,1.5,-210,-1.5,177,1.5,-205,1.5,-215,-1.5,165,-1.5,176,1.5,-205,-1.5,175,1.5,-210,1.5,-202,-1.5,166,1.5,-210,-1.5,172,-1.5,179,1.5,-204,1.5,-195,-1.5,164
2026-06-30,ff56e951fb2920b6a40e41ddccbe184b,2026-06-30T23:11:00Z,Boston Red Sox,Washington Nationals,-1.5,150,1.5,-185,-1.5,157,1.5,-180,-1.5,148,1.5,-186,-1.5,156,1.5,-180,-1.5,155,1.5,-180,-1.5,153,1.5,-186,-1.5,155,1.5,-192,-1.5,158,1.5,-180,-1.5,150,1.5,-180
2026-06-30,6685cf659fbcccab05e1e35fcf4dcbb9,2026-06-30T23:16:00Z,Atlanta Braves,St. Louis Cardinals,-1.5,135,1.5,-160,-1.5,138,1.5,-158,-1.5,132,1.5,-165,-1.5,140,1.5,-160,-1.5,135,1.5,-160,-1.5,133,1.5,-161,-1.5,142,1.5,-172,-1.5,139,1.5,-157,-1.5,135,1.5,-160
2026-06-30,1d26cb2e8c25cee366cca30f7ae6428a,2026-06-30T23:41:00Z,Milwaukee Brewers,Cincinnati Reds,-1.5,118,1.5,-145,-1.5,122,1.5,-142,-1.5,125,1.5,-155,-1.5,120,1.5,-140,-1.5,125,1.5,-145,-1.5,119,1.5,-143,-1.5,122,1.5,-146,-1.5,124,1.5,-140,-1.5,119,1.5,-139
2026-06-30,5a0c2a8da870604e8dffcb6d053cd738,2026-06-30T23:41:00Z,Kansas City Royals,Tampa Bay Rays,1.5,-160,-1.5,135,1.5,-157,-1.5,137,1.5,-155,-1.5,123,1.5,-155,-1.5,135,1.5,-160,-1.5,135,1.5,-162,-1.5,134,1.5,-152,-1.5,126,1.5,-156,-1.5,138,1.5,-155,-1.5,131
2026-06-30,090b0370fb46541b0a17771a0d86e281,2026-07-01T00:06:00Z,Chicago Cubs,San Diego Padres,-1.5,118,1.5,-145,-1.5,120,1.5,-140,-1.5,123,1.5,-152,-1.5,120,1.5,-140,-1.5,130,1.5,-150,-1.5,123,1.5,-148,-1.5,130,1.5,-156,-1.5,122,1.5,-138,-1.5,122,1.5,-144
