date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price
2026-07-14,7fecfdecc539334a88781da1943c5e9a,2026-07-15T00:01:00Z,National League,American League,-1.5,150,1.5,-185,-1.5,153,1.5,-175,-1.5,152,1.5,-175,-1.5,160,1.5,-194,-1.5,154,1.5,-175
