date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-04-04,2f55ab2592008c576ce6bba0557199d8,Detroit Tigers,St. Louis Cardinals,-1.5,140,1.5,-170,-1.5,138,1.5,-158,-1.5,135,1.5,-167,-1.5,140,1.5,-160,-1.5,135,1.5,-160,-1.5,131,1.5,-158,-1.5,134,1.5,-162,-1.5,139,1.5,-157,-1.5,120,1.5,-147
2026-04-04,489e828d67b83a0f938e9fc1910929af,Chicago White Sox,Toronto Blue Jays,1.5,-125,-1.5,105,1.5,-135,-1.5,115,1.5,-129,-1.5,104,1.5,-135,-1.5,115,1.5,-130,-1.5,110,1.5,-131,-1.5,109,1.5,-137,-1.5,114,1.5,-133,-1.5,118,1.5,-131,-1.5,106
2026-04-04,fea2e77645688e161aa980c0b830c080,Kansas City Royals,Milwaukee Brewers,1.5,-180,-1.5,145,1.5,-165,-1.5,145,1.5,-175,-1.5,140,1.5,-165,-1.5,144,1.5,-165,-1.5,140,1.5,-175,-1.5,144,1.5,-172,-1.5,142,1.5,-165,-1.5,146,1.5,-172,-1.5,141
2026-04-04,bb76dc664e8c6ea5005c7c5328bb484f,Athletics,Houston Astros,1.5,-170,-1.5,140,1.5,-159,-1.5,139,1.5,-165,-1.5,133,1.5,-160,-1.5,140,1.5,-165,-1.5,140,1.5,-163,-1.5,135,1.5,-166,-1.5,138,1.5,-158,-1.5,140,1.5,-169,-1.5,137
2026-04-04,da18e0cacf2048f6b3e14df98e9a184c,Pittsburgh Pirates,Baltimore Orioles,1.5,-190,-1.5,155,-1.5,180,1.5,-210,1.5,-180,-1.5,143,-1.5,180,1.5,-210,-1.5,180,1.5,-220,1.5,-187,-1.5,153,1.5,-176,-1.5,146,-1.5,182,1.5,-209,1.5,-204,-1.5,163
2026-04-04,cb5d17981ace91c9c0c11d20c49ea047,Washington Nationals,Los Angeles Dodgers,2.5,100,-2.5,-120,1.5,153,-1.5,-175,1.5,150,-1.5,-190,1.5,152,-1.5,-175,1.5,150,-1.5,-175,1.5,149,-1.5,-181,1.5,150,-1.5,-182,1.5,154,-1.5,-175,2.5,-105,-2.5,-116
2026-04-04,376d4054f0497d9efc59db45c18f76ae,Boston Red Sox,San Diego Padres,-1.5,145,1.5,-175,-1.5,143,1.5,-163,-1.5,140,1.5,-177,-1.5,144,1.5,-165,-1.5,150,1.5,-175,-1.5,144,1.5,-175,-1.5,146,1.5,-178,-1.5,144,1.5,-163,-1.5,137,1.5,-169
2026-04-04,b8f46c3336a07f5da37ff815cf155d69,Texas Rangers,Cincinnati Reds,-1.5,145,1.5,-175,-1.5,147,1.5,-167,-1.5,143,1.5,-180,-1.5,144,1.5,-165,-1.5,150,1.5,-175,-1.5,144,1.5,-175,-1.5,146,1.5,-178,-1.5,148,1.5,-167,-1.5,135,1.5,-167
2026-04-04,41fa4cec7f51caff22b1eab7e4523008,New York Yankees,Miami Marlins,-1.5,110,1.5,-130,-1.5,112,1.5,-132,-1.5,117,1.5,-143,-1.5,110,1.5,-130,-1.5,105,1.5,-125,-1.5,113,1.5,-136,-1.5,114,1.5,-134,-1.5,115,1.5,-130,-1.5,107,1.5,-132
2026-04-04,b3e6bdc5fabee63ec7b5666bb48e3a9a,Kansas City Royals,Milwaukee Brewers,1.5,-190,-1.5,154,-1.5,180,1.5,-210,1.5,-220,-1.5,170,-1.5,180,1.5,-210,,,,,1.5,-179,-1.5,147,1.5,-194,-1.5,160,-1.5,182,1.5,-209,1.5,-182,-1.5,146
2026-04-04,aa08785add4f89977cb0595e43894b03,Minnesota Twins,Tampa Bay Rays,,,,,-1.5,192,1.5,-230,1.5,-210,-1.5,165,-1.5,196,1.5,-230,-1.5,190,1.5,-230,1.5,-186,-1.5,153,1.5,-192,-1.5,158,-1.5,196,1.5,-226,1.5,-192,-1.5,155
2026-04-04,fc7bf2ae162241d571b69f0d343c9788,Cleveland Guardians,Chicago Cubs,1.5,-150,-1.5,125,1.5,-148,-1.5,128,1.5,-148,-1.5,117,1.5,-150,-1.5,130,1.5,-150,-1.5,130,1.5,-143,-1.5,119,1.5,-154,-1.5,128,1.5,-147,-1.5,130,1.5,-154,-1.5,125
2026-04-04,312f9e53b1d64ed1a38adc48dd3b1ce7,Arizona Diamondbacks,Atlanta Braves,1.5,-185,-1.5,150,-1.5,168,1.5,-193,1.5,-200,-1.5,160,-1.5,168,1.5,-195,-1.5,175,1.5,-210,1.5,-174,-1.5,144,1.5,-192,-1.5,158,-1.5,169,1.5,-193,1.5,-189,-1.5,152
