date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-05-13,21ff18fdfd96a55a86867197e834497e,2026-05-13T17:06:00Z,Baltimore Orioles,New York Yankees,1.5,-110,-1.5,-110,1.5,-122,-1.5,102,1.5,-122,-1.5,-103,1.5,-120,-1.5,100,1.5,-115,-1.5,-105,1.5,-122,-1.5,102,1.5,-120,-1.5,100,1.5,-119,-1.5,105,1.5,-123,-1.5,101
2026-05-13,67da7d89e932aa7075b0600f26224572,2026-05-13T17:11:00Z,Cleveland Guardians,Los Angeles Angels,-1.5,145,1.5,-175,-1.5,145,1.5,-165,-1.5,150,1.5,-190,-1.5,144,1.5,-165,-1.5,145,1.5,-170,-1.5,141,1.5,-171,-1.5,142,1.5,-172,-1.5,146,1.5,-165,-1.5,139,1.5,-172
2026-05-13,4546828df054a4ac1c7634c94b4c7012,2026-05-13T22:41:00Z,Cincinnati Reds,Washington Nationals,-1.5,125,1.5,-150,-1.5,125,1.5,-145,-1.5,130,1.5,-162,-1.5,125,1.5,-145,-1.5,130,1.5,-150,-1.5,123,1.5,-149,-1.5,126,1.5,-152,-1.5,127,1.5,-143,-1.5,123,1.5,-151
2026-05-13,198e79fae18be9cb416f60f6da4d7996,2026-05-13T22:41:00Z,Pittsburgh Pirates,Colorado Rockies,-1.5,105,1.5,-130,-1.5,115,1.5,-135,-1.5,120,1.5,-150,-1.5,115,1.5,-135,-1.5,120,1.5,-140,-1.5,113,1.5,-136,-1.5,115,1.5,-138,-1.5,119,1.5,-135,-1.5,112,1.5,-135
2026-05-13,002b9c5446f97ad6146eb0b6da64db25,2026-05-13T22:46:00Z,Boston Red Sox,Philadelphia Phillies,-1.5,154,1.5,-190,-1.5,157,1.5,-180,-1.5,155,1.5,-195,-1.5,156,1.5,-180,-1.5,155,1.5,-180,-1.5,153,1.5,-186,-1.5,146,1.5,-178,-1.5,158,1.5,-180,-1.5,149,1.5,-183
2026-05-13,70e80bbf99890d3a610a98c21f3a7419,2026-05-13T23:08:00Z,Toronto Blue Jays,Tampa Bay Rays,-1.5,140,1.5,-170,-1.5,155,1.5,-177,-1.5,140,1.5,-177,-1.5,152,1.5,-175,-1.5,155,1.5,-180,-1.5,149,1.5,-181,-1.5,136,1.5,-164,-1.5,156,1.5,-177,-1.5,142,1.5,-175
2026-05-13,ca6c0da9264577ed9bb23ff05ee77801,2026-05-13T23:11:00Z,New York Mets,Detroit Tigers,1.5,-185,-1.5,150,-1.5,183,1.5,-215,1.5,-186,-1.5,150,-1.5,184,1.5,-215,-1.5,185,1.5,-225,1.5,-175,-1.5,144,1.5,-188,-1.5,155,-1.5,185,1.5,-213,1.5,-186,-1.5,150
2026-05-13,1ae3a00c8d26de69bd61ddda56e9dba1,2026-05-13T23:16:00Z,Atlanta Braves,Chicago Cubs,,,,,1.5,-140,-1.5,120,1.5,-139,-1.5,112,1.5,-140,-1.5,120,1.5,-140,-1.5,120,1.5,-143,-1.5,119,1.5,-142,-1.5,118,1.5,-138,-1.5,122,1.5,-147,-1.5,119
2026-05-13,4d53bfb528444dbb7721172c9851e6c9,2026-05-13T23:41:00Z,Chicago White Sox,Kansas City Royals,1.5,-190,-1.5,154,1.5,-175,-1.5,153,1.5,-182,-1.5,145,1.5,-175,-1.5,152,1.5,-175,-1.5,150,1.5,-181,-1.5,149,1.5,-178,-1.5,146,1.5,-175,-1.5,154,1.5,-184,-1.5,148
2026-05-13,18791fe8f5ff31b64bb2cff4f5af59a0,2026-05-13T23:41:00Z,Minnesota Twins,Miami Marlins,,,,,1.5,-153,-1.5,133,1.5,-162,-1.5,128,1.5,-155,-1.5,135,1.5,-160,-1.5,135,1.5,-156,-1.5,129,1.5,-164,-1.5,136,1.5,-152,-1.5,134,1.5,-159,-1.5,129
2026-05-13,15bc05498c54cf822aedf7434d3a8bc6,2026-05-13T23:41:00Z,Milwaukee Brewers,San Diego Padres,-1.5,155,1.5,-190,-1.5,153,1.5,-175,-1.5,160,1.5,-200,-1.5,152,1.5,-175,-1.5,155,1.5,-180,-1.5,149,1.5,-181,-1.5,142,1.5,-172,-1.5,154,1.5,-175,-1.5,146,1.5,-180
2026-05-13,4ea6eeeb6626c218d536f9bca6edbeae,2026-05-14T00:06:00Z,Texas Rangers,Arizona Diamondbacks,1.5,-200,-1.5,165,-1.5,180,1.5,-210,1.5,-205,-1.5,163,-1.5,180,1.5,-210,-1.5,180,1.5,-220,1.5,-181,-1.5,149,1.5,-192,-1.5,158,-1.5,182,1.5,-209,1.5,-186,-1.5,150
2026-05-13,6ff5fdd2fde54dc43326a02792b3e79f,2026-05-14T00:11:00Z,Houston Astros,Seattle Mariners,1.5,-155,-1.5,125,1.5,-145,-1.5,125,1.5,-141,-1.5,114,1.5,-145,-1.5,125,1.5,-145,-1.5,125,1.5,-149,-1.5,123,1.5,-152,-1.5,126,1.5,-143,-1.5,127,1.5,-155,-1.5,126
2026-05-13,d27ba1c4cb8a441ca047f3a9054aab48,2026-05-14T01:41:00Z,Athletics,St. Louis Cardinals,-1.5,130,1.5,-155,-1.5,135,1.5,-155,-1.5,133,1.5,-165,-1.5,135,1.5,-155,-1.5,135,1.5,-160,-1.5,129,1.5,-156,-1.5,128,1.5,-154,-1.5,136,1.5,-154,-1.5,129,1.5,-157
2026-05-13,7018d88c446b88b45928fc75ec91e83c,2026-05-14T02:11:00Z,Los Angeles Dodgers,San Francisco Giants,-1.5,-115,1.5,-105,-1.5,-116,1.5,-104,-1.5,-108,1.5,-114,-1.5,-115,1.5,-105,-1.5,-110,1.5,-110,-1.5,-112,1.5,-108,-1.5,-110,1.5,-110,-1.5,-113,1.5,-101,-1.5,-109,1.5,-113
