date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-07-08,57172eebee377baa85502b3c14ce8249,2026-07-08T19:46:00Z,San Francisco Giants,Toronto Blue Jays,1.5,-185,-1.5,150,1.5,-180,-1.5,157,1.5,-186,-1.5,150,1.5,-180,-1.5,156,1.5,-175,-1.5,150,1.5,-181,-1.5,149,1.5,-176,-1.5,146,1.5,-180,-1.5,158,1.5,-180,-1.5,152
2026-07-08,fbdf2c9598b2ee82ae2cd6b9934f9b67,2026-07-08T22:36:00Z,Baltimore Orioles,Chicago Cubs,-1.5,155,1.5,-190,-1.5,157,1.5,-180,-1.0,114,1.0,-141,-1.5,156,1.5,-180,-1.5,160,1.5,-185,-1.5,157,1.5,-191,-1.5,158,1.5,-192,-1.5,158,1.5,-180,-1.5,158,1.5,-188
2026-07-08,8d7cadd457d4e05f27a0ef6feab14d62,2026-07-08T22:41:00Z,Detroit Tigers,Athletics,-1.5,145,1.5,-175,-1.5,149,1.5,-170,-1.5,140,1.5,-175,-1.5,148,1.5,-170,-1.5,140,1.5,-165,-1.5,143,1.5,-174,-1.5,142,1.5,-172,-1.5,150,1.5,-170,-1.5,148,1.5,-175
2026-07-08,f30eb3060b32a01dced2737d2398b918,2026-07-08T22:41:00Z,Pittsburgh Pirates,Atlanta Braves,1.5,-190,-1.5,155,-1.5,170,1.5,-195,-1.5,163,1.5,-205,-1.5,168,1.5,-195,-1.5,170,1.5,-200,1.5,-197,-1.5,162,1.5,-200,-1.5,164,-1.5,171,1.5,-195,1.5,-190,-1.5,160
2026-07-08,ee87ced2d6a2acedec0ca6c9d37dde8c,2026-07-08T22:41:00Z,Miami Marlins,Seattle Mariners,1.5,-150,-1.5,125,1.5,-147,-1.5,127,1.5,-150,-1.5,120,1.5,-145,-1.5,125,1.5,-150,-1.5,130,1.5,-150,-1.5,124,1.5,-160,-1.5,132,1.5,-146,-1.5,129,1.5,-146,-1.5,124
2026-07-08,79b379f1dea98a6b1596852f00534a6c,2026-07-08T22:41:00Z,Tampa Bay Rays,New York Yankees,-1.5,165,1.5,-220,-1.5,177,1.5,-205,-1.5,175,1.5,-225,-1.5,176,1.5,-205,-1.5,180,1.5,-220,1.5,-216,-1.5,176,1.5,-220,-1.5,180,-1.5,179,1.5,-204,1.5,-206,-1.5,172
2026-07-08,673394fe5878e43a0bdc2feb5f6634d3,2026-07-08T22:46:00Z,Washington Nationals,Houston Astros,-1.5,145,1.5,-175,-1.5,147,1.5,-167,-1.5,135,1.5,-175,-1.5,144,1.5,-165,-1.5,145,1.5,-170,-1.5,143,1.5,-174,-1.5,150,1.5,-182,-1.5,148,1.5,-167,-1.5,141,1.5,-166
2026-07-08,1b110742f40a58c2e76a9743faf4a07c,2026-07-08T23:11:00Z,Cincinnati Reds,Philadelphia Phillies,-1.5,140,1.5,-170,-1.5,147,1.5,-167,-1.5,143,1.5,-180,-1.5,144,1.5,-165,-1.5,145,1.5,-170,-1.5,144,1.5,-175,-1.5,146,1.5,-178,-1.5,148,1.5,-167,-1.5,145,1.5,-172
2026-07-08,fa2f6fc2aee410abafe5d685acfde5f3,2026-07-08T23:11:00Z,New York Mets,Kansas City Royals,-1.5,118,1.5,-140,-1.5,118,1.5,-138,-1.5,116,1.5,-143,-1.5,120,1.5,-140,-1.5,120,1.5,-140,-1.5,119,1.5,-144,-1.5,120,1.5,-144,-1.5,120,1.5,-136,-1.5,119,1.5,-142
2026-07-08,e8175b3e1d8e51c76f4fad9075a7d707,2026-07-08T23:41:00Z,Chicago White Sox,Boston Red Sox,1.5,-190,-1.5,155,-1.5,170,1.5,-195,1.5,-210,-1.5,165,-1.5,168,1.5,-195,-1.5,170,1.5,-200,-1.5,163,1.5,-198,1.5,-184,-1.5,152,-1.5,171,1.5,-195,1.5,-178,-1.5,150
2026-07-08,f69a7dce841f22ee977afebfd8dfc142,2026-07-08T23:41:00Z,Minnesota Twins,Cleveland Guardians,-1.5,155,1.5,-190,-1.5,161,1.5,-185,-1.5,155,1.5,-195,-1.5,160,1.5,-185,-1.5,165,1.5,-195,-1.5,157,1.5,-192,-1.5,155,1.5,-188,-1.5,162,1.5,-185,-1.5,156,1.5,-185
2026-07-08,e885d80c0e3339f69c0a7c1b898c173e,2026-07-08T23:46:00Z,St. Louis Cardinals,Milwaukee Brewers,1.5,-140,-1.5,118,1.5,-141,-1.5,121,1.5,-148,-1.5,120,1.5,-140,-1.5,120,1.5,-140,-1.5,120,1.5,-144,-1.5,119,1.5,-137,-1.5,114,1.5,-139,-1.5,123,1.5,-138,-1.5,117
2026-07-08,88cb3f823f958bc6b24e7f918541e63f,2026-07-09T00:06:00Z,Texas Rangers,Los Angeles Angels,-1.5,140,1.5,-165,-1.5,135,1.5,-155,-1.5,135,1.5,-167,-1.5,135,1.5,-155,-1.5,140,1.5,-165,-1.5,137,1.5,-167,-1.5,138,1.5,-170,-1.5,136,1.5,-154,-1.5,140,1.5,-165
2026-07-08,8c0695707371420ef6b1cf89c2d1b262,2026-07-09T02:11:00Z,San Diego Padres,Arizona Diamondbacks,-1.5,145,1.5,-175,-1.5,149,1.5,-170,-1.5,140,1.5,-177,-1.5,148,1.5,-170,-1.5,150,1.5,-175,-1.5,144,1.5,-175,-1.5,146,1.5,-178,-1.5,150,1.5,-170,-1.5,148,1.5,-175
2026-07-08,49de1a8b7d85007610fb077c920e206a,2026-07-09T02:11:00Z,Los Angeles Dodgers,Colorado Rockies,-1.5,-120,1.5,100,-1.5,-121,1.5,101,-1.5,-110,1.5,-113,-1.5,-120,1.5,100,-1.5,-120,1.5,100,-1.5,-122,1.5,101,-1.5,-125,1.5,104,-1.5,-118,1.5,104,-1.5,-118,1.5,100
