date,game_id,commence_time,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-07-03,471b2b7bb19f52be5e618aec359cd8e5,2026-07-03T20:05:00Z,Chicago Cubs,St. Louis Cardinals,-1.5,145,1.5,-180,-1.5,149,1.5,-170,-1.5,145,1.5,-182,-1.5,148,1.5,-170,-1.5,155,1.5,-180,-1.5,144,1.5,-175,-1.5,150,1.5,-182,-1.5,150,1.5,-170,-1.5,146,1.5,-174
2026-07-03,14423828314cc83167d6c7ce88323746,2026-07-03T22:45:00Z,Washington Nationals,Pittsburgh Pirates,-1.5,135,1.5,-160,-1.5,139,1.5,-159,-1.5,132,1.5,-165,-1.5,139,1.5,-159,-1.5,135,1.5,-160,-1.5,135,1.5,-163,-1.5,146,1.5,-176,-1.5,140,1.5,-158,-1.5,131,1.5,-154
2026-07-03,0a7769461d3b3126c2e4bb98b8cee225,2026-07-03T23:05:00Z,New York Yankees,Minnesota Twins,,,,,-1.5,110,1.5,-130,-1.5,108,1.5,-136,-1.5,110,1.5,-130,-1.5,105,1.5,-125,-1.5,108,1.5,-131,-1.5,108,1.5,-130,-1.5,113,1.5,-128,-1.5,109,1.5,-128
2026-07-03,6a7d6767bd4da0f044ab6d250c233769,2026-07-03T23:10:00Z,Cincinnati Reds,Baltimore Orioles,1.5,-155,-1.5,125,1.5,-147,-1.5,127,1.5,-155,-1.5,125,1.5,-145,-1.5,125,1.5,-150,-1.5,130,1.5,-155,-1.5,128,1.5,-152,-1.5,126,1.5,-146,-1.5,129,1.5,-154,-1.5,131
2026-07-03,b854e09aa9677136666533dc8d2459ff,2026-07-03T23:10:00Z,Cleveland Guardians,Chicago White Sox,-1.5,155,1.5,-190,-1.5,157,1.5,-180,-1.5,160,1.5,-200,-1.5,156,1.5,-180,-1.5,160,1.5,-185,-1.5,153,1.5,-186,-1.5,158,1.5,-192,-1.5,158,1.5,-180,-1.5,157,1.5,-186
2026-07-03,02a01af3575ee92bb974caaf28f76911,2026-07-03T23:15:00Z,Atlanta Braves,New York Mets,,,,,-1.5,180,1.5,-210,1.5,-180,-1.5,143,-1.5,180,1.5,-210,-1.5,175,1.5,-210,1.5,-180,-1.5,148,1.5,-182,-1.5,150,-1.5,182,1.5,-209,1.5,-166,-1.5,141
2026-07-03,3bf177f10d546535921fa6be841880f7,2026-07-04T00:10:00Z,Colorado Rockies,San Francisco Giants,1.5,-125,-1.5,105,1.5,-123,-1.5,103,1.5,-120,-1.5,-105,1.5,-125,-1.5,105,1.5,-120,-1.5,100,1.5,-122,-1.5,101,1.5,-122,-1.5,102,1.5,-120,-1.5,106,1.5,-115,-1.5,-102
2026-07-03,f0e24a50674443856bff31b645ff5572,2026-07-04T00:15:00Z,Houston Astros,Tampa Bay Rays,1.5,-175,-1.5,145,1.5,-170,-1.5,149,1.5,-175,-1.5,140,1.5,-170,-1.5,148,-1.5,185,1.5,-225,1.5,-175,-1.5,144,1.5,-176,-1.5,146,1.5,-170,-1.5,150,1.5,-171,-1.5,144
2026-07-03,10e96b5a6a3e81aac49e9771082a5bea,2026-07-04T01:38:00Z,Los Angeles Angels,Boston Red Sox,1.5,-200,-1.5,165,-1.5,189,1.5,-225,1.5,-200,-1.5,160,-1.5,192,1.5,-225,-1.5,190,1.5,-230,1.5,-197,-1.5,162,1.5,-192,-1.5,158,-1.5,193,1.5,-222,1.5,-192,-1.5,161
2026-07-03,5434f34b7e8232a7091f0e3efdd4a175,2026-07-04T01:40:00Z,Athletics,Miami Marlins,-1.5,140,1.5,-170,-1.5,145,1.5,-165,-1.5,140,1.5,-175,-1.5,144,1.5,-165,-1.5,140,1.5,-165,-1.5,141,1.5,-171,-1.5,146,1.5,-176,-1.5,146,1.5,-165,-1.5,141,1.5,-167
