date,game_id,home_team,away_team,BetMGM_home_point,BetMGM_home_price,BetMGM_away_point,BetMGM_away_price,BetOnline.ag_home_point,BetOnline.ag_home_price,BetOnline.ag_away_point,BetOnline.ag_away_price,BetRivers_home_point,BetRivers_home_price,BetRivers_away_point,BetRivers_away_price,BetUS_home_point,BetUS_home_price,BetUS_away_point,BetUS_away_price,Bovada_home_point,Bovada_home_price,Bovada_away_point,Bovada_away_price,DraftKings_home_point,DraftKings_home_price,DraftKings_away_point,DraftKings_away_price,FanDuel_home_point,FanDuel_home_price,FanDuel_away_point,FanDuel_away_price,LowVig.ag_home_point,LowVig.ag_home_price,LowVig.ag_away_point,LowVig.ag_away_price,MyBookie.ag_home_point,MyBookie.ag_home_price,MyBookie.ag_away_point,MyBookie.ag_away_price
2026-03-28,7055a07016cd9cb5636dd11078ce1667,St. Louis Cardinals,Tampa Bay Rays,1.5,-200,-1.5,165,1.5,-187,-1.5,163,1.5,-210,-1.5,165,1.5,-185,-1.5,160,-1.5,195,1.5,-235,1.5,-194,-1.5,159,1.5,-192,-1.5,158,1.5,-187,-1.5,164,1.5,-189,-1.5,150
2026-03-28,70e647daf98ec717652b7a06c7a93e6e,Chicago Cubs,Washington Nationals,-1.5,-115,1.5,-105,-1.5,-122,1.5,102,-1.5,-113,1.5,-110,-1.5,-120,1.5,100,-1.5,-115,1.5,-105,-1.5,-118,1.5,-102,-1.5,-118,1.5,-102,-1.5,-119,1.5,105,-1.5,-118,1.5,-103
2026-03-28,16b3a35b258eb3bcae569dd205bfd706,Toronto Blue Jays,Athletics,-1.5,110,1.5,-130,-1.5,113,1.5,-133,-1.5,117,1.5,-143,-1.5,110,1.5,-130,-1.5,110,1.5,-130,-1.5,109,1.5,-131,-1.5,114,1.5,-137,-1.5,116,1.5,-131,-1.5,110,1.5,-136
2026-03-28,e5bb185ad50b6e624fefc0480aed9633,Baltimore Orioles,Minnesota Twins,,,,,-1.5,132,1.5,-152,-1.5,132,1.5,-165,-1.5,130,1.5,-150,-1.5,135,1.5,-160,-1.5,129,1.5,-156,-1.5,134,1.5,-162,-1.5,133,1.5,-151,-1.5,130,1.5,-159
2026-03-28,83fb92be857af525695a1086c6d0eaaf,Philadelphia Phillies,Texas Rangers,-1.5,145,1.5,-175,-1.5,149,1.5,-170,-1.5,160,1.5,-200,-1.5,148,1.5,-170,-1.5,150,1.5,-175,-1.5,144,1.5,-175,-1.5,158,1.5,-192,-1.5,150,1.5,-170,-1.5,143,1.5,-175
2026-03-28,4e515c128a5ccbd9a666705e73a055ea,Cincinnati Reds,Boston Red Sox,1.5,-135,-1.5,115,1.5,-136,-1.5,116,1.5,-148,-1.5,117,1.5,-135,-1.5,115,1.5,-140,-1.5,120,1.5,-136,-1.5,113,1.5,-137,-1.5,114,1.5,-134,-1.5,119,1.5,-136,-1.5,110
2026-03-28,93188dfe3185656f40aad93e25a4bead,New York Mets,Pittsburgh Pirates,-1.5,125,1.5,-150,-1.5,130,1.5,-150,-1.5,123,1.5,-152,-1.5,130,1.5,-150,-1.5,130,1.5,-150,-1.5,123,1.5,-149,-1.5,122,1.5,-146,-1.5,132,1.5,-149,-1.5,122,1.5,-150
2026-03-28,1a825b96d509d162a93aedec56ed8927,Miami Marlins,Colorado Rockies,-1.5,115,1.5,-135,-1.5,115,1.5,-135,-1.5,114,1.5,-141,-1.5,115,1.5,-135,-1.5,120,1.5,-140,-1.5,119,1.5,-143,-1.5,114,1.5,-137,-1.5,118,1.5,-133,-1.5,111,1.5,-137
2026-03-28,2676d7ac3c89974581ba5cd216b0424f,Milwaukee Brewers,Chicago White Sox,-1.5,110,1.5,-130,-1.5,110,1.5,-130,-1.5,108,1.5,-134,-1.5,110,1.5,-130,-1.5,105,1.5,-125,-1.5,109,1.5,-131,-1.5,106,1.5,-128,-1.5,113,1.5,-128,-1.5,110,1.5,-134
2026-03-28,2262e13c280ca7610f5186dd2c77b23d,Houston Astros,Los Angeles Angels,-1.5,145,1.5,-175,-1.5,144,1.5,-164,-1.5,143,1.5,-180,-1.5,144,1.5,-165,-1.5,140,1.5,-165,-1.5,141,1.5,-171,-1.5,138,1.5,-166,-1.5,145,1.5,-164,-1.5,130,1.5,-159
2026-03-28,e0d4956a76de96648305fd7ef0d96800,Atlanta Braves,Kansas City Royals,-1.5,140,1.5,-165,-1.5,145,1.5,-165,-1.5,140,1.5,-177,-1.5,144,1.5,-165,-1.5,140,1.5,-165,-1.5,139,1.5,-168,-1.5,142,1.5,-172,-1.5,146,1.5,-165,-1.5,132,1.5,-161
